encoding,test accuracy,training accuracy,combined accuracy,test precision,test recall,test fscore,test auc,training time
"0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0",0.675,0.82,0.7112500000000002,0.6666666666666666,0.7,0.6829268292682927,0.675,1.0713310241699219
"0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1",0.66,0.85,0.7075,0.6568627450980392,0.67,0.6633663366336634,0.66,1.0344109535217285
"0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0",0.665,0.775,0.6925,0.6813186813186813,0.62,0.6492146596858639,0.665,0.9780821800231934
"0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0",0.645,0.825,0.69,0.6407766990291263,0.66,0.6502463054187192,0.645,0.9904608726501465
"0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0",0.645,0.825,0.69,0.6407766990291263,0.66,0.6502463054187192,0.645,0.99318528175354
"0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0",0.645,0.825,0.69,0.6407766990291263,0.66,0.6502463054187192,0.645,1.061702013015747
"0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1",0.67,0.75,0.69,0.6574074074074074,0.71,0.6826923076923077,0.6699999999999999,0.9994542598724364
"0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1",0.645,0.825,0.69,0.6407766990291263,0.66,0.6502463054187192,0.645,1.0197525024414062
"0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0",0.64,0.825,0.68625,0.64,0.64,0.64,0.64,1.0258362293243408
"0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0",0.64,0.825,0.68625,0.64,0.64,0.64,0.64,1.003232717514038
"0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1",0.635,0.835,0.685,0.6285714285714286,0.66,0.6439024390243903,0.635,1.0571074485778809
"0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1",0.645,0.805,0.685,0.6435643564356436,0.65,0.6467661691542289,0.645,0.9824075698852539
"0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1",0.625,0.865,0.685,0.616822429906542,0.66,0.6376811594202898,0.625,1.0306892395019531
"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1",0.635,0.83,0.6837500000000001,0.6310679611650486,0.65,0.6403940886699507,0.635,1.0459554195404053
"0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1",0.64,0.815,0.68375,0.6372549019607843,0.65,0.6435643564356436,0.64,1.1203243732452393
