models,test accuracy,training accuracy,test precision,test recall,test fscore,test auc
"1,4,5,6,9",0.9,0.7142857142857143,0.8,1.0,0.8888888888888888,0.9166666666666667
"1,4,5,8,9",0.9,0.6714285714285714,0.8,1.0,0.8888888888888888,0.9166666666666667
"1,4,6,7,9",0.9,0.7285714285714285,0.8461538461538461,0.9166666666666666,0.88,0.9027777777777777
"1,4,7,8,9",0.9,0.7142857142857143,0.8461538461538461,0.9166666666666666,0.88,0.9027777777777777
"1,5,6,7,9",0.8666666666666667,0.7142857142857143,0.75,1.0,0.8571428571428571,0.8888888888888888
"0,2,4,5,9",0.8666666666666667,0.8142857142857143,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.875
"0,4,5,6,9",0.8666666666666667,0.7857142857142857,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.875
"1,2,4,5,9",0.8666666666666667,0.7142857142857143,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.875
"3,4,5,6,9",0.8666666666666667,0.7142857142857143,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.875
"4,5,6,8,9",0.8666666666666667,0.7,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.875
"0,1,4,5,7",0.8333333333333334,0.7857142857142857,0.7058823529411765,1.0,0.8275862068965517,0.8611111111111112
"0,4,5,6,7",0.8333333333333334,0.7857142857142857,0.7058823529411765,1.0,0.8275862068965517,0.8611111111111112
"1,2,4,5,7",0.8333333333333334,0.7142857142857143,0.7058823529411765,1.0,0.8275862068965517,0.8611111111111112
"1,2,5,7,9",0.8333333333333334,0.7285714285714285,0.7058823529411765,1.0,0.8275862068965517,0.8611111111111112
"2,3,4,5,9",0.8666666666666667,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8611111111111112
"0,1,4,5,9",0.8333333333333334,0.8285714285714286,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.8472222222222222
"0,2,4,5,7",0.8333333333333334,0.7857142857142857,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.8472222222222222
"0,2,5,7,9",0.8333333333333334,0.7571428571428571,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.8472222222222222
"0,4,5,8,9",0.8333333333333334,0.8,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.8472222222222222
"1,3,4,5,9",0.8333333333333334,0.7285714285714285,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.8472222222222222
"1,3,4,8,9",0.8333333333333334,0.7142857142857143,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.8472222222222222
"4,5,6,7,9",0.8333333333333334,0.7428571428571429,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.8472222222222222
"0,3,4,5,9",0.8333333333333334,0.7714285714285715,0.7692307692307693,0.8333333333333334,0.8,0.8333333333333334
"0,4,5,7,9",0.8333333333333334,0.7857142857142857,0.7692307692307693,0.8333333333333334,0.8,0.8333333333333334
"1,2,4,7,9",0.8333333333333334,0.7428571428571429,0.7692307692307693,0.8333333333333334,0.8,0.8333333333333334
"1,3,4,7,9",0.8333333333333334,0.7428571428571429,0.7692307692307693,0.8333333333333334,0.8,0.8333333333333334
"2,4,5,6,9",0.8333333333333334,0.7285714285714285,0.7692307692307693,0.8333333333333334,0.8,0.8333333333333334
"2,4,5,7,9",0.8333333333333334,0.7428571428571429,0.7692307692307693,0.8333333333333334,0.8,0.8333333333333334
"2,4,5,8,9",0.8333333333333334,0.7,0.7692307692307693,0.8333333333333334,0.8,0.8333333333333334
"0,1,5,7,9",0.8,0.7857142857142857,0.6666666666666666,1.0,0.8,0.8333333333333333
"0,1,5,8,9",0.8,0.7571428571428571,0.6666666666666666,1.0,0.8,0.8333333333333333
"0,5,6,7,9",0.8,0.7285714285714285,0.6666666666666666,1.0,0.8,0.8333333333333333
"1,2,5,8,9",0.8,0.6857142857142857,0.6666666666666666,1.0,0.8,0.8333333333333333
"1,4,5,6,7",0.8,0.7,0.6666666666666666,1.0,0.8,0.8333333333333333
"2,5,6,7,9",0.8,0.6714285714285714,0.6666666666666666,1.0,0.8,0.8333333333333333
"0,1,4,8,9",0.8,0.7714285714285715,0.6875,0.9166666666666666,0.7857142857142857,0.8194444444444444
"1,3,4,6,9",0.8,0.6714285714285714,0.6875,0.9166666666666666,0.7857142857142857,0.8194444444444444
"1,4,5,7,9",0.8,0.7285714285714285,0.6875,0.9166666666666666,0.7857142857142857,0.8194444444444444
"0,1,3,4,9",0.8,0.7714285714285715,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.8055555555555556
"0,1,3,5,9",0.7666666666666667,0.7857142857142857,0.631578947368421,1.0,0.7741935483870968,0.8055555555555556
"0,1,4,7,9",0.8,0.8428571428571429,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.8055555555555556
"0,2,3,4,9",0.8,0.7285714285714285,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.8055555555555556
"0,2,4,7,9",0.8,0.8285714285714286,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.8055555555555556
"1,2,3,4,5",0.7666666666666667,0.7285714285714285,0.631578947368421,1.0,0.7741935483870968,0.8055555555555556
"1,2,3,4,9",0.8,0.6857142857142857,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.8055555555555556
"1,2,3,5,9",0.7666666666666667,0.7142857142857143,0.631578947368421,1.0,0.7741935483870968,0.8055555555555556
"1,2,5,6,9",0.7666666666666667,0.7285714285714285,0.631578947368421,1.0,0.7741935483870968,0.8055555555555556
"1,3,4,5,6",0.7666666666666667,0.7142857142857143,0.631578947368421,1.0,0.7741935483870968,0.8055555555555556
"0,3,4,7,9",0.8,0.7857142857142857,0.75,0.75,0.75,0.7916666666666667
"2,3,4,7,9",0.8,0.7,0.75,0.75,0.75,0.7916666666666667
"0,1,2,4,9",0.7666666666666667,0.7714285714285715,0.6470588235294118,0.9166666666666666,0.7586206896551724,0.7916666666666666
"0,1,4,6,9",0.7666666666666667,0.7428571428571429,0.6470588235294118,0.9166666666666666,0.7586206896551724,0.7916666666666666
"0,2,3,7,9",0.7666666666666667,0.7571428571428571,0.6470588235294118,0.9166666666666666,0.7586206896551724,0.7916666666666666
"1,4,5,6,8",0.7666666666666667,0.7,0.6470588235294118,0.9166666666666666,0.7586206896551724,0.7916666666666666
"2,4,5,6,7",0.7666666666666667,0.7142857142857143,0.6470588235294118,0.9166666666666666,0.7586206896551724,0.7916666666666666
"3,4,5,8,9",0.7666666666666667,0.7,0.6470588235294118,0.9166666666666666,0.7586206896551724,0.7916666666666666
"4,5,7,8,9",0.7666666666666667,0.7285714285714285,0.6470588235294118,0.9166666666666666,0.7586206896551724,0.7916666666666666
"0,1,3,4,5",0.7333333333333333,0.7857142857142857,0.6,1.0,0.75,0.7777777777777778
"0,1,3,4,7",0.7333333333333333,0.8,0.6,1.0,0.75,0.7777777777777778
"0,1,3,7,9",0.7333333333333333,0.8142857142857143,0.6,1.0,0.75,0.7777777777777778
"0,1,4,5,8",0.7333333333333333,0.7571428571428571,0.6,1.0,0.75,0.7777777777777778
"0,1,5,6,9",0.7333333333333333,0.7714285714285715,0.6,1.0,0.75,0.7777777777777778
"0,1,6,7,9",0.7333333333333333,0.7857142857142857,0.6,1.0,0.75,0.7777777777777778
"0,1,7,8,9",0.7333333333333333,0.8,0.6,1.0,0.75,0.7777777777777778
"0,3,4,5,6",0.7333333333333333,0.7714285714285715,0.6,1.0,0.75,0.7777777777777778
"0,3,4,5,7",0.7333333333333333,0.7857142857142857,0.6,1.0,0.75,0.7777777777777778
"0,3,4,6,7",0.7333333333333333,0.7857142857142857,0.6,1.0,0.75,0.7777777777777778
"0,3,4,6,9",0.7666666666666667,0.7571428571428571,0.6666666666666666,0.8333333333333334,0.7407407407407407,0.7777777777777778
"0,3,4,8,9",0.7666666666666667,0.7142857142857143,0.6666666666666666,0.8333333333333334,0.7407407407407407,0.7777777777777778
"0,3,5,6,9",0.7333333333333333,0.7857142857142857,0.6,1.0,0.75,0.7777777777777778
"0,3,5,7,9",0.7333333333333333,0.7571428571428571,0.6,1.0,0.75,0.7777777777777778
"0,4,7,8,9",0.7666666666666667,0.8142857142857143,0.6666666666666666,0.8333333333333334,0.7407407407407407,0.7777777777777778
