encoding,test accuracy,training accuracy,combined accuracy,test precision,test recall,test fscore,test auc,training time
"19,18,14,19,4,13,16,22,4,6,17,15,11,5,10",0.66,1.0,0.7449999999999999,0.686046511627907,0.59,0.6344086021505376,0.6599999999999999,3.366114377975464
"19,18,14,19,4,13,16,22,0,6,17,15,11,5,10",0.66,1.0,0.7449999999999999,0.686046511627907,0.59,0.6344086021505376,0.6599999999999999,3.3428544998168945
"19,18,14,19,4,13,16,22,4,5,17,15,11,5,10",0.66,1.0,0.7449999999999999,0.6818181818181818,0.6,0.6382978723404256,0.6599999999999999,3.346113443374634
"19,18,14,19,4,13,16,22,4,6,3,15,11,5,10",0.65,0.99,0.7350000000000001,0.7083333333333334,0.51,0.5930232558139535,0.65,3.275552272796631
"19,18,14,19,4,13,16,22,0,6,15,15,11,8,10",0.645,1.0,0.73375,0.6494845360824743,0.63,0.6395939086294417,0.645,3.282156467437744
"19,18,14,19,4,13,16,22,4,6,17,15,11,8,10",0.64,1.0,0.73,0.6666666666666666,0.56,0.6086956521739131,0.64,3.379732608795166
"19,18,14,19,4,13,16,22,4,6,9,15,11,5,10",0.64,1.0,0.73,0.675,0.54,0.6,0.64,3.2065908908843994
"19,18,14,19,4,13,16,22,0,6,17,15,11,8,10",0.635,1.0,0.7262500000000001,0.6588235294117647,0.56,0.6054054054054054,0.635,3.4241316318511963
"0,18,17,6,8,17,9,22,0,13,4,12,9,10,22",0.635,0.99,0.72375,0.6483516483516484,0.59,0.6178010471204188,0.635,1.6791272163391113
"18,18,17,6,8,17,9,22,5,13,22,12,9,10,16",0.635,0.985,0.7225,0.6310679611650486,0.65,0.6403940886699507,0.635,2.3730077743530273
"19,18,14,15,4,13,12,6,2,6,17,15,7,22,10",0.65,0.935,0.7212500000000001,0.6829268292682927,0.56,0.6153846153846154,0.65,3.2390377521514893
"19,18,14,15,4,13,12,16,18,6,17,15,7,22,10",0.63,0.985,0.71875,0.6547619047619048,0.55,0.5978260869565217,0.63,3.6086597442626953
"19,18,14,19,4,13,16,22,4,6,17,18,11,5,10",0.62,1.0,0.7150000000000001,0.6363636363636364,0.56,0.5957446808510638,0.6200000000000001,3.6322946548461914
"0,18,17,6,8,17,9,22,5,13,4,12,9,10,22",0.62,0.985,0.71125,0.6363636363636364,0.56,0.5957446808510638,0.6200000000000001,1.7609093189239502
"19,18,14,15,4,13,16,16,4,6,17,15,7,22,10",0.615,1.0,0.7112499999999999,0.6455696202531646,0.51,0.5698324022346368,0.615,3.221633195877075
"19,18,14,19,4,13,16,22,4,6,17,18,9,5,10",0.615,1.0,0.7112499999999999,0.6533333333333333,0.49,0.56,0.615,3.75243878364563
"0,18,16,19,13,13,16,6,17,21,12,20,11,8,13",0.615,0.995,0.71,0.6292134831460674,0.56,0.5925925925925926,0.615,2.096303939819336
"18,18,17,6,8,17,9,22,5,13,22,12,11,10,16",0.62,0.98,0.71,0.6333333333333333,0.57,0.6,0.62,2.3115053176879883
"19,18,11,19,17,21,16,22,5,17,18,9,10,5,21",0.62,0.975,0.7087500000000001,0.6363636363636364,0.56,0.5957446808510638,0.6200000000000001,4.980677366256714
"19,18,14,19,4,13,16,22,4,6,17,15,9,5,10",0.61,1.0,0.7075,0.6375,0.51,0.5666666666666667,0.61,3.4117133617401123
"19,18,14,19,4,13,16,22,4,16,9,15,11,5,10",0.61,1.0,0.7075,0.6145833333333334,0.59,0.6020408163265306,0.61,3.2631561756134033
"19,18,14,19,4,13,10,6,5,6,18,15,7,8,21",0.61,0.995,0.70625,0.6222222222222222,0.56,0.5894736842105263,0.6100000000000001,3.306796073913574
"0,18,14,15,4,17,12,0,2,16,17,15,2,22,10",0.655,0.855,0.7050000000000001,0.6476190476190476,0.68,0.6634146341463415,0.655,1.579226016998291
"18,18,14,19,4,13,16,22,0,6,17,15,11,8,10",0.605,1.0,0.70375,0.6129032258064516,0.57,0.5906735751295337,0.605,2.4547367095947266
"19,18,14,19,4,13,16,16,18,6,17,15,11,8,10",0.605,1.0,0.70375,0.6129032258064516,0.57,0.5906735751295337,0.605,3.848135232925415
"18,18,14,19,4,13,16,22,0,6,17,20,11,8,10",0.605,1.0,0.70375,0.6235294117647059,0.53,0.572972972972973,0.605,2.308218479156494
"19,10,16,22,13,18,16,6,17,21,12,20,11,8,5",0.61,0.985,0.70375,0.6375,0.51,0.5666666666666667,0.61,2.2940680980682373
"18,18,14,19,4,13,16,22,4,6,17,15,11,5,10",0.605,1.0,0.70375,0.6206896551724138,0.54,0.5775401069518716,0.605,2.3315751552581787
"19,18,14,15,4,17,12,0,2,16,17,15,2,22,10",0.63,0.92,0.7025,0.6354166666666666,0.61,0.6224489795918368,0.63,3.199566602706909
"16,18,17,4,8,17,9,22,5,13,22,12,9,10,11",0.605,0.99,0.7012499999999999,0.6296296296296297,0.51,0.56353591160221,0.605,1.6169745922088623
"18,18,14,19,4,13,16,22,0,6,17,15,11,5,10",0.6,1.0,0.7000000000000001,0.6136363636363636,0.54,0.574468085106383,0.6000000000000001,2.3329591751098633
"18,18,17,6,8,17,9,22,5,13,4,20,9,10,22",0.605,0.985,0.7,0.6082474226804123,0.59,0.5989847715736041,0.605,2.3015174865722656
"18,18,14,19,4,13,16,6,2,6,17,9,7,8,10",0.61,0.96,0.6975,0.6222222222222222,0.56,0.5894736842105263,0.6100000000000001,2.2653427124023438
"19,18,11,15,17,21,12,5,2,17,17,9,10,5,10",0.625,0.915,0.6975,0.6262626262626263,0.62,0.6231155778894473,0.625,3.5136990547180176
"5,17,14,19,4,13,16,16,18,6,17,8,11,8,10",0.6,0.99,0.6975,0.5943396226415094,0.63,0.6116504854368932,0.6,1.8019258975982666
"18,18,14,19,4,13,16,22,4,6,17,20,9,5,10",0.595,0.995,0.695,0.611764705882353,0.52,0.5621621621621622,0.595,2.292597532272339
"18,18,14,6,4,17,16,22,4,6,17,15,11,5,16",0.595,0.995,0.695,0.5979381443298969,0.58,0.5888324873096447,0.595,2.3099875450134277
"19,18,14,19,4,13,16,6,0,6,18,15,7,8,21",0.595,0.995,0.695,0.6266666666666667,0.47,0.5371428571428571,0.595,3.409243583679199
"19,18,11,15,17,21,10,5,5,17,18,9,10,5,21",0.6,0.975,0.69375,0.6063829787234043,0.57,0.5876288659793815,0.6,3.5032262802124023
"5,17,0,18,2,14,5,6,16,13,21,8,12,10,22",0.64,0.855,0.69375,0.648936170212766,0.61,0.6288659793814433,0.64,1.6039183139801025
"17,6,19,10,6,8,22,12,21,8,10,10,8,10,22",0.6,0.975,0.69375,0.65625,0.42,0.5121951219512195,0.6,1.8524093627929688
"19,18,14,15,4,17,12,0,2,16,17,9,2,22,10",0.625,0.9,0.69375,0.654320987654321,0.53,0.585635359116022,0.625,3.1785688400268555
"19,18,14,19,4,0,16,22,4,6,17,18,11,5,10",0.59,1.0,0.6925000000000001,0.6046511627906976,0.52,0.5591397849462365,0.5900000000000001,3.9167232513427734
"19,18,14,15,4,13,16,6,4,6,17,15,7,22,10",0.59,1.0,0.6925000000000001,0.6,0.54,0.5684210526315789,0.5900000000000001,3.171288251876831
"19,18,14,15,4,13,12,20,2,6,17,15,7,22,10",0.605,0.955,0.6925,0.647887323943662,0.46,0.5380116959064327,0.605,3.1339645385742188
"16,5,22,4,17,17,15,6,12,14,7,19,10,11,11",0.59,1.0,0.6925,0.6125,0.49,0.5444444444444444,0.59,1.4674310684204102
"19,18,14,19,4,13,16,6,2,6,17,15,11,8,10",0.61,0.94,0.6925,0.671875,0.43,0.524390243902439,0.61,3.456880569458008
"19,18,14,19,4,13,16,22,4,6,17,15,11,5,21",0.59,0.995,0.69125,0.6046511627906976,0.52,0.5591397849462365,0.5900000000000001,3.3250622749328613
"19,18,16,22,13,18,16,6,17,21,12,15,11,8,5",0.59,0.995,0.69125,0.6097560975609756,0.5,0.5494505494505495,0.5900000000000001,3.6688573360443115
"18,18,16,6,13,17,16,6,17,21,12,20,11,8,16",0.585,1.0,0.68875,0.6024096385542169,0.5,0.546448087431694,0.585,2.473935127258301
"19,18,11,15,17,21,10,16,5,17,18,9,11,5,21",0.59,0.98,0.6875,0.6,0.54,0.5684210526315789,0.5900000000000001,3.6656222343444824
"0,18,16,22,13,17,16,0,17,16,12,20,2,8,14",0.61,0.92,0.6875,0.627906976744186,0.54,0.5806451612903226,0.6100000000000001,1.8055505752563477
"18,18,14,19,4,13,16,22,0,6,17,15,11,6,10",0.585,0.995,0.6875,0.6,0.51,0.5513513513513514,0.585,2.325631618499756
"19,12,12,15,11,13,18,15,11,6,17,10,12,11,11",0.59,0.975,0.68625,0.618421052631579,0.47,0.5340909090909091,0.59,1.995901107788086
"19,18,14,15,4,13,16,22,4,6,17,15,11,5,10",0.58,1.0,0.685,0.5851063829787234,0.55,0.5670103092783505,0.5800000000000001,3.349575996398926
"19,11,16,15,13,13,16,6,2,21,17,9,11,8,10",0.605,0.925,0.685,0.6329113924050633,0.5,0.5586592178770949,0.605,2.5798556804656982
