,encoding,test accuracy,training accuracy,combined accuracy,test precision,test recall,test fscore,test auc,training time
0,"17,4,0,18,4,16,18,17,20,8,5,9,3,7,11",0.538,0.95,0.641,0.5290519877675841,0.692,0.5996533795493935,0.538,19.49198842048645
0,"17,4,16,18,4,16,18,17,1,8,5,8,15,0,11",0.554,0.9,0.6405000000000001,0.5336658354114713,0.856,0.6574500768049155,0.554,19.92133140563965
0,"17,4,16,5,4,16,21,17,20,3,10,18,3,10,11",0.55,0.89,0.635,0.5352112676056338,0.76,0.628099173553719,0.55,6.669640779495239
0,"13,16,14,15,4,13,12,9,13,16,17,9,8,10,10",0.564,0.84,0.633,0.5606060606060606,0.592,0.5758754863813229,0.5640000000000001,8.926228523254395
0,"19,15,5,6,6,8,9,10,17,10,17,14,2,8,8",0.548,0.88,0.631,0.547244094488189,0.556,0.5515873015873016,0.548,18.926586866378784
0,"17,4,16,5,4,16,18,17,13,8,5,20,11,10,11",0.52,0.96,0.63,0.5138888888888888,0.74,0.6065573770491803,0.52,13.616223812103271
0,"17,4,16,5,4,16,21,17,20,3,10,20,3,10,11",0.54,0.9,0.63,0.5290697674418605,0.728,0.6127946127946128,0.54,9.522907733917236
0,"5,4,19,4,18,15,6,2,7,18,9,9,12,10,0",0.504,1.0,0.628,0.5032467532467533,0.62,0.5555555555555556,0.504,31.316882848739624
0,"19,15,0,6,6,8,9,10,18,5,18,14,15,8,8",0.57,0.79,0.625,0.5675675675675675,0.588,0.5776031434184676,0.5700000000000001,6.95421290397644
0,"17,15,0,20,6,8,9,10,17,5,18,14,15,8,8",0.546,0.86,0.6245,0.592,0.296,0.39466666666666667,0.546,16.051815509796143
0,"17,22,16,18,4,16,18,17,1,8,5,8,15,0,11",0.536,0.89,0.6245,0.5212264150943396,0.884,0.655786350148368,0.536,25.35572361946106
0,"19,15,0,4,6,8,9,10,18,5,18,14,15,8,8",0.568,0.79,0.6235,0.5653846153846154,0.588,0.5764705882352941,0.5680000000000001,6.928361415863037
0,"17,4,16,5,9,16,18,9,13,8,5,20,11,10,11",0.508,0.97,0.6234999999999999,0.5064516129032258,0.628,0.5607142857142857,0.508,10.687504053115845
0,"16,5,22,4,17,17,15,6,12,16,7,19,10,11,11",0.508,0.97,0.6234999999999999,0.5048076923076923,0.84,0.6306306306306306,0.508,5.684940338134766
0,"17,4,16,18,4,16,9,17,13,8,10,20,11,0,11",0.516,0.94,0.622,0.5125,0.656,0.5754385964912281,0.516,8.946951627731323
0,"4,4,19,4,18,15,6,2,7,18,9,9,12,10,0",0.506,0.97,0.622,0.5046728971962616,0.648,0.5674255691768827,0.506,27.60634422302246
0,"19,0,16,9,13,11,17,14,10,6,5,20,11,8,7",0.554,0.82,0.6205,0.5306122448979592,0.936,0.6772793053545586,0.554,17.175981521606445
0,"17,16,0,16,4,13,12,9,13,6,13,9,8,22,10",0.57,0.77,0.6200000000000001,0.543859649122807,0.868,0.6687211093990755,0.5700000000000001,4.5952160358428955
0,"17,18,18,0,4,13,12,9,13,6,17,9,8,20,10",0.574,0.75,0.618,0.6022099447513812,0.436,0.505800464037123,0.574,6.265599966049194
0,"0,4,16,19,4,16,18,17,1,21,5,8,15,0,11",0.572,0.75,0.6165,0.5616438356164384,0.656,0.6051660516605166,0.5720000000000001,5.84304666519165
0,"4,4,19,4,18,15,6,2,10,18,9,9,12,10,0",0.514,0.92,0.6154999999999999,0.5091863517060368,0.776,0.6148969889064976,0.514,20.872791290283203
0,"13,18,0,19,18,13,12,4,13,6,17,9,8,7,10",0.54,0.84,0.615,0.5282485875706214,0.748,0.6192052980132451,0.54,14.646090507507324
0,"5,18,18,0,4,13,12,9,13,6,17,22,8,22,10",0.52,0.87,0.6075,0.5210084033613446,0.496,0.5081967213114754,0.52,7.3451690673828125
0,"19,10,16,19,13,18,16,6,10,21,12,20,11,8,5",0.532,0.83,0.6065,0.5277777777777778,0.608,0.5650557620817844,0.532,6.282092809677124
0,"5,4,19,4,18,15,6,2,7,14,9,9,12,14,0",0.492,0.95,0.6065,0.4939759036144578,0.656,0.563573883161512,0.492,11.635257244110107
0,"19,15,0,4,6,8,9,10,18,5,3,14,15,8,8",0.548,0.78,0.6060000000000001,0.541095890410959,0.632,0.5830258302583026,0.548,5.7686240673065186
0,"19,18,17,6,18,5,9,10,17,5,18,17,15,8,20",0.498,0.93,0.606,0.4982078853046595,0.556,0.5255198487712666,0.498,39.57383704185486
0,"5,5,17,4,17,17,15,6,4,14,7,19,6,11,11",0.54,0.8,0.605,0.5367647058823529,0.584,0.5593869731800766,0.54,4.3130247592926025
0,"17,4,0,4,12,15,6,6,15,18,9,0,9,7,0",0.526,0.84,0.6045,0.5546218487394958,0.264,0.35772357723577236,0.526,12.885098457336426
0,"17,4,16,18,4,16,18,17,20,8,5,9,3,7,11",0.526,0.84,0.6045,0.518005540166205,0.748,0.6121112929623568,0.526,11.713309049606323
0,"5,4,17,17,18,15,12,2,13,15,8,0,11,10,0",0.506,0.9,0.6045,0.5042735042735043,0.708,0.589018302828619,0.506,7.966674327850342
0,"19,15,0,6,6,8,9,10,17,5,17,14,2,8,8",0.492,0.94,0.604,0.4935064935064935,0.608,0.5448028673835126,0.492,19.359996795654297
0,"19,15,0,4,6,8,9,10,17,5,17,14,2,8,8",0.492,0.94,0.604,0.4935064935064935,0.608,0.5448028673835126,0.492,19.58574652671814
0,"13,5,14,19,18,4,9,4,13,0,13,9,11,7,8",0.538,0.8,0.6035,0.5258855585831063,0.772,0.6256077795786061,0.538,9.684979915618896
0,"4,17,17,15,6,12,14,7,19,10,11,11,11,22,0",0.568,0.71,0.6034999999999999,0.5447368421052632,0.828,0.6571428571428571,0.568,4.398694753646851
0,"19,16,8,8,12,11,17,19,13,6,15,3,19,18,7",0.536,0.8,0.6020000000000001,0.55,0.396,0.4604651162790698,0.536,14.22443175315857
0,"19,10,16,22,13,18,16,6,10,21,12,20,11,8,5",0.524,0.83,0.6005,0.5192307692307693,0.648,0.5765124555160143,0.524,6.910186052322388
0,"19,16,16,22,9,11,17,14,13,6,15,3,19,18,7",0.538,0.78,0.5985,0.5305466237942122,0.66,0.5882352941176471,0.538,15.114124536514282
0,"19,18,0,4,18,5,9,10,5,5,18,17,15,8,20",0.484,0.94,0.598,0.48360655737704916,0.472,0.4777327935222672,0.484,36.507744550704956
0,"13,15,17,6,18,11,19,10,17,5,10,17,15,8,10",0.53,0.79,0.595,0.5210084033613446,0.744,0.6128500823723229,0.53,5.028369903564453
0,"17,15,0,6,6,8,9,10,17,5,18,14,15,8,8",0.512,0.84,0.5940000000000001,0.51171875,0.524,0.5177865612648221,0.512,10.107229232788086
0,"17,15,0,4,6,8,9,10,17,5,18,14,15,8,8",0.512,0.84,0.5940000000000001,0.51171875,0.524,0.5177865612648221,0.512,10.225178241729736
0,"13,15,17,6,18,11,19,10,13,5,12,17,15,8,3",0.532,0.78,0.5940000000000001,0.5228571428571429,0.732,0.61,0.532,4.843885183334351
0,"17,4,0,5,4,16,18,17,20,8,5,9,3,7,11",0.518,0.81,0.591,0.5177865612648221,0.524,0.5208747514910537,0.518,6.117429256439209
0,"17,4,0,5,6,16,18,17,20,8,5,9,3,7,11",0.518,0.81,0.591,0.5177865612648221,0.524,0.5208747514910537,0.518,6.106643438339233
0,"19,15,5,6,6,8,9,10,18,5,3,14,15,8,8",0.534,0.76,0.5905,0.5320754716981132,0.564,0.5475728155339806,0.534,5.873846769332886
0,"11,0,16,5,22,4,17,17,15,6,12,14,7,19,10",0.516,0.81,0.5895,0.5127388535031847,0.644,0.5709219858156028,0.516,5.356696605682373
0,"18,4,17,4,12,15,12,6,13,15,8,0,11,7,0",0.486,0.9,0.5895,0.4533333333333333,0.136,0.20923076923076922,0.486,16.74141001701355
0,"4,4,19,4,18,15,6,2,7,18,9,9,12,14,0",0.488,0.89,0.5885,0.48872180451127817,0.52,0.5038759689922481,0.488,10.961419582366943
0,"6,4,19,4,18,15,6,2,15,18,9,0,9,7,0",0.49,0.88,0.5875,0.4919614147909968,0.612,0.5454545454545454,0.49,27.095165967941284
0,"5,18,0,16,4,13,12,9,13,6,17,22,8,22,10",0.51,0.82,0.5875,0.5185185185185185,0.28,0.36363636363636365,0.51,6.076024055480957
0,"16,19,18,17,4,10,19,0,6,0,7,17,13,10,9",0.462,0.96,0.5865,0.4666666666666667,0.532,0.497196261682243,0.462,28.175033569335938
0,"19,16,8,0,9,11,17,14,13,6,15,3,19,18,7",0.508,0.81,0.5835,0.5084033613445378,0.484,0.4959016393442623,0.508,13.002135515213013
0,"4,4,16,4,19,15,6,2,7,18,9,9,12,14,0",0.48,0.88,0.58,0.4810606060606061,0.508,0.49416342412451364,0.48,7.014427185058594
0,"19,16,8,8,9,11,17,14,13,6,15,3,19,18,7",0.482,0.85,0.574,0.48249027237354086,0.496,0.4891518737672584,0.482,11.797516107559204
0,"16,0,22,9,13,11,17,14,10,6,5,20,11,8,7",0.508,0.77,0.5735,0.5064102564102564,0.632,0.5622775800711743,0.508,4.3159167766571045
0,"17,16,14,17,4,13,12,15,13,6,17,9,8,10,10",0.512,0.75,0.5715,0.5163043478260869,0.38,0.4377880184331797,0.512,4.970130443572998
0,"19,0,0,5,9,11,17,19,13,6,15,3,9,7,7",0.492,0.81,0.5715,0.4931972789115646,0.58,0.5330882352941176,0.492,7.308252573013306
0,"19,15,5,6,6,8,9,10,17,5,17,14,2,8,8",0.466,0.88,0.5695,0.4674329501915709,0.488,0.4774951076320939,0.46599999999999997,19.11764359474182
0,"12,11,11,17,22,16,12,18,18,6,5,7,0,12,3",0.522,0.71,0.569,0.5204460966542751,0.56,0.5394990366088632,0.522,5.965675354003906
0,"5,4,19,4,18,15,6,2,7,18,9,9,12,14,0",0.474,0.85,0.568,0.47547169811320755,0.504,0.4893203883495146,0.474,10.781566381454468
0,"19,15,5,6,6,8,9,10,18,5,18,14,15,8,8",0.48,0.83,0.5675,0.4739583333333333,0.364,0.4117647058823529,0.48,7.819012641906738
0,"17,18,0,16,4,13,12,9,13,6,17,9,8,22,10",0.472,0.85,0.5665,0.4722222222222222,0.476,0.47410358565737054,0.472,5.830567121505737
0,"5,4,19,4,18,15,6,6,7,18,9,9,12,14,0",0.492,0.79,0.5665,0.4911504424778761,0.444,0.46638655462184875,0.492,10.875561952590942
0,"19,16,16,9,13,22,17,14,13,6,15,20,9,8,7",0.474,0.84,0.5655,0.47896440129449835,0.592,0.5295169946332737,0.474,7.815225124359131
0,"17,18,14,0,4,13,12,15,13,6,17,22,8,22,10",0.482,0.8,0.5615,0.48148148148148145,0.468,0.4746450304259635,0.482,5.452692270278931
0,"5,18,14,19,4,13,12,9,13,6,17,22,8,22,10",0.524,0.67,0.5605,0.5186335403726708,0.668,0.583916083916084,0.524,4.457002401351929
0,"19,0,0,5,9,11,17,19,13,6,15,3,9,20,7",0.46,0.86,0.56,0.46,0.46,0.46,0.46,7.2200963497161865
0,"19,16,8,9,9,20,17,14,13,6,15,3,19,18,7",0.522,0.67,0.5589999999999999,0.5240174672489083,0.48,0.5010438413361169,0.522,9.353859424591064
0,"17,23,16,18,4,16,18,17,20,8,5,9,3,7,11",0.474,0.81,0.558,0.4743083003952569,0.48,0.47713717693836977,0.474,7.677148103713989
0,"17,16,0,0,4,13,12,4,13,6,17,9,8,22,10",0.548,0.57,0.5535000000000001,0.538961038961039,0.664,0.5949820788530465,0.548,4.007874488830566
0,"19,16,16,9,13,11,17,14,10,6,15,20,11,8,7",0.468,0.81,0.5535000000000001,0.4716312056737589,0.532,0.5,0.468,5.997405052185059
0,"17,18,0,0,4,13,12,9,13,6,17,9,8,20,10",0.484,0.76,0.5529999999999999,0.48518518518518516,0.524,0.5038461538461538,0.484,4.69127345085144
0,"17,18,0,0,4,13,12,9,13,6,17,9,8,22,10",0.492,0.73,0.5515,0.4928571428571429,0.552,0.5207547169811321,0.492,4.69607400894165
0,"17,4,16,18,4,16,18,17,13,8,5,20,11,0,11",0.504,0.69,0.5505,0.505,0.404,0.4488888888888889,0.504,11.973122835159302
0,"13,16,14,0,18,13,12,4,13,6,17,9,8,22,10",0.474,0.78,0.5505,0.4778156996587031,0.56,0.5156537753222836,0.47400000000000003,5.007236957550049
0,"17,15,5,6,6,8,9,10,17,5,18,14,15,8,8",0.546,0.56,0.5495000000000001,0.5454545454545454,0.552,0.5487077534791253,0.546,4.318682909011841
0,"19,16,16,0,9,11,17,15,13,6,15,3,19,18,7",0.466,0.79,0.547,0.4819532908704883,0.908,0.6296809986130375,0.466,14.716511964797974
0,"16,4,22,4,17,17,15,6,12,14,5,19,10,11,11",0.536,0.57,0.5445,0.5216346153846154,0.868,0.6516516516516516,0.536,4.05686354637146
0,"19,16,8,9,9,11,17,14,13,6,15,3,19,18,7",0.466,0.77,0.542,0.33962264150943394,0.072,0.1188118811881188,0.46599999999999997,10.800392627716064
0,"16,23,16,18,4,16,18,17,20,8,5,9,3,7,11",0.518,0.61,0.541,0.5103926096997691,0.884,0.6471449487554904,0.518,5.436392068862915
0,"17,5,22,5,9,17,15,17,12,14,7,19,10,10,11",0.464,0.77,0.5405,0.4666666666666667,0.504,0.4846153846153846,0.46399999999999997,5.352078199386597
0,"13,18,14,0,18,13,12,4,13,6,17,9,8,22,10",0.508,0.63,0.5385,0.5087719298245614,0.464,0.48535564853556484,0.508,4.034688234329224
0,"13,16,14,15,4,13,12,15,13,16,13,9,19,10,10",0.534,0.55,0.538,0.5858585858585859,0.232,0.332378223495702,0.534,3.900209903717041
0,"17,16,0,0,4,13,12,4,13,6,17,9,11,7,10",0.54,0.53,0.5375000000000001,0.5225225225225225,0.928,0.6685878962536023,0.54,4.2572033405303955
0,"19,15,17,6,6,11,19,10,13,5,12,17,15,23,3",0.522,0.58,0.5365,0.5263157894736842,0.44,0.4793028322440087,0.522,5.659036874771118
0,"17,18,0,4,18,5,4,10,18,17,8,8,0,9,2",0.516,0.58,0.532,0.5086206896551724,0.944,0.6610644257703081,0.516,6.432340860366821
0,"17,18,0,4,18,5,4,10,18,17,18,8,0,9,2",0.518,0.57,0.531,0.5098039215686274,0.936,0.6600846262341326,0.518,7.0709404945373535
0,"4,17,17,15,18,12,14,6,19,10,11,11,11,22,0",0.472,0.7,0.5289999999999999,0.4326923076923077,0.18,0.2542372881355932,0.472,4.009777069091797
0,"13,16,14,19,18,4,9,4,13,0,13,9,11,7,8",0.482,0.64,0.5215,0.48363636363636364,0.532,0.5066666666666667,0.482,6.345968723297119
0,"17,18,0,4,18,5,4,10,18,17,8,8,0,9,20",0.512,0.54,0.519,0.5062240663900415,0.976,0.6666666666666666,0.512,6.249753713607788
0,"0,4,16,19,4,16,21,17,20,3,10,18,3,0,11",0.502,0.57,0.519,0.5010989010989011,0.912,0.6468085106382979,0.502,7.071915864944458
0,"5,18,18,0,4,13,12,9,13,6,17,9,8,22,10",0.498,0.58,0.5185,0.49624060150375937,0.264,0.34464751958224543,0.498,5.56785249710083
0,"19,16,16,0,13,11,17,20,13,6,15,3,19,18,5",0.506,0.54,0.5145,0.5882352941176471,0.04,0.0749063670411985,0.506,8.392983436584473
0,"17,4,16,18,4,16,18,17,13,8,10,20,11,0,11",0.496,0.56,0.512,0.49537037037037035,0.428,0.4592274678111588,0.496,5.266083478927612
0,"17,4,16,5,9,16,21,17,20,3,10,20,3,10,11",0.49,0.57,0.51,0.4789915966386555,0.228,0.3089430894308943,0.49,5.0596911907196045
0,"19,16,0,5,9,11,17,14,13,6,15,3,19,18,7",0.502,0.52,0.5065,0.501010101010101,0.992,0.6657718120805369,0.502,8.265079736709595
0,"13,16,14,15,4,13,12,15,13,16,17,9,19,10,10",0.504,0.5,0.503,0.5020080321285141,1.0,0.6684491978609626,0.504,4.117469787597656
0,"13,18,14,0,4,13,12,9,13,6,17,9,8,22,10",0.496,0.5,0.497,0.4953271028037383,0.424,0.45689655172413796,0.496,3.7455432415008545
0,"17,15,0,4,18,5,4,10,18,17,10,8,0,9,20",0.466,0.48,0.46950000000000003,0.460093896713615,0.392,0.42332613390928725,0.466,4.182774305343628
