,encoding,test accuracy,training accuracy,combined accuracy,test precision,test recall,test fscore,test auc,training time
0,"18,6,19,4,0,8,17,7,8,5,13,15,0,20,10",0.604,0.89,0.6755,0.5730337078651685,0.816,0.6732673267326733,0.604,8.34976863861084
0,"18,18,5,4,16,18,15,13,13,10,15,15,9,10,3",0.58,0.85,0.6475,0.5636942675159236,0.708,0.6276595744680851,0.58,8.997293472290039
0,"18,6,19,4,0,8,17,13,8,5,13,15,0,20,2",0.574,0.86,0.6455,0.5498652291105122,0.816,0.6570048309178744,0.574,7.835718631744385
0,"18,4,5,4,15,16,18,6,13,8,5,7,15,10,11",0.554,0.91,0.643,0.5483870967741935,0.612,0.5784499054820416,0.554,15.18022894859314
0,"0,18,5,4,15,16,18,16,13,8,8,7,15,10,11",0.544,0.91,0.6355,0.5374149659863946,0.632,0.5808823529411765,0.544,13.785023927688599
0,"18,4,18,17,8,7,15,10,19,9,22,8,15,10,20",0.548,0.88,0.631,0.54,0.648,0.5890909090909091,0.548,22.035365104675293
0,"18,6,19,4,0,8,17,7,8,5,13,15,0,20,4",0.558,0.83,0.626,0.5349397590361445,0.888,0.6676691729323309,0.558,7.523223400115967
0,"18,18,0,4,2,16,18,6,13,8,5,7,15,10,11",0.54,0.88,0.625,0.5260416666666666,0.808,0.637223974763407,0.54,12.525899410247803
0,"18,18,5,4,15,16,18,16,13,8,5,7,15,10,11",0.532,0.9,0.624,0.5245398773006135,0.684,0.59375,0.532,17.649176836013794
0,"18,5,18,5,4,18,5,17,13,18,17,1,9,10,13",0.544,0.83,0.6155,0.5359477124183006,0.656,0.5899280575539568,0.544,9.101622581481934
0,"18,4,5,4,2,16,18,6,13,8,22,7,15,10,11",0.516,0.89,0.6095,0.5089285714285714,0.912,0.6532951289398281,0.516,7.249471664428711
0,"18,6,19,4,0,8,17,7,8,5,13,15,0,20,2",0.598,0.63,0.606,0.5758513931888545,0.744,0.6492146596858639,0.598,6.947404146194458
0,"19,4,3,0,11,15,5,21,13,18,17,13,8,9,10",0.524,0.82,0.5980000000000001,0.5163934426229508,0.756,0.6136363636363636,0.524,6.536181211471558
0,"19,4,3,18,11,15,17,21,13,5,5,13,18,9,10",0.62,0.53,0.5974999999999999,0.7238805970149254,0.388,0.5052083333333334,0.62,7.19321084022522
0,"0,16,5,22,3,17,17,16,6,12,14,7,19,10,4",0.516,0.84,0.597,0.5111111111111111,0.736,0.6032786885245902,0.516,6.472825527191162
0,"18,18,5,4,2,16,18,6,13,8,5,7,15,10,11",0.526,0.81,0.597,0.5167095115681234,0.804,0.6291079812206573,0.526,10.719593524932861
0,"18,5,14,14,21,9,20,17,1,8,23,7,5,0,8",0.608,0.56,0.5960000000000001,0.6227272727272727,0.548,0.5829787234042553,0.6080000000000001,6.403580665588379
0,"4,4,18,4,16,16,18,1,1,8,5,13,15,11,11",0.636,0.47,0.5945,0.625,0.68,0.6513409961685823,0.636,4.660907983779907
