encoding,test accuracy,training accuracy,combined accuracy,test precision,test recall,test fscore,test auc,training time
"17,4,16,18,4,16,18,17,13,8,10,20,11,0,11",0.602,0.99,0.6990000000000001,0.566579634464752,0.868,0.6856240126382307,0.602,1.1886227130889893
"17,4,18,5,4,16,18,17,1,8,5,8,15,0,11",0.59,0.92,0.6725,0.5619834710743802,0.816,0.6655791190864601,0.59,1.29669189453125
"0,4,16,19,4,16,21,17,20,3,10,18,3,0,11",0.568,0.98,0.671,0.5480225988700564,0.776,0.6423841059602649,0.5680000000000001,1.4711856842041016
"0,16,5,22,4,17,17,15,6,12,14,7,19,10,11",0.552,1.0,0.664,0.54421768707483,0.64,0.5882352941176471,0.552,0.8080458641052246
"17,4,16,18,4,16,18,17,1,8,5,8,15,0,11",0.568,0.95,0.6635,0.5491329479768786,0.76,0.6375838926174496,0.5680000000000001,1.2484607696533203
"17,4,16,18,4,16,18,17,13,8,5,20,11,0,11",0.548,1.0,0.661,0.531578947368421,0.808,0.6412698412698413,0.548,1.1788485050201416
"17,22,16,18,4,16,18,17,1,8,5,8,15,0,11",0.562,0.95,0.659,0.5457227138643068,0.74,0.6281833616298812,0.562,1.2606565952301025
"17,4,16,18,4,16,18,17,20,8,5,9,3,7,11",0.548,0.99,0.6585000000000001,0.5292682926829269,0.868,0.6575757575757576,0.548,1.2089905738830566
"17,4,0,5,4,16,18,17,20,8,5,9,3,7,11",0.56,0.95,0.6575,0.5539568345323741,0.616,0.5833333333333334,0.56,0.9929592609405518
"17,4,16,18,4,16,9,17,13,8,10,20,11,0,11",0.55,0.98,0.6575,0.5391849529780565,0.688,0.6045694200351494,0.5499999999999999,0.8900585174560547
"17,4,0,5,6,16,18,17,20,8,5,9,3,7,11",0.56,0.95,0.6575,0.5539568345323741,0.616,0.5833333333333334,0.56,0.9926972389221191
"17,4,16,5,4,16,21,17,20,3,10,18,3,10,11",0.54,1.0,0.655,0.5352112676056338,0.608,0.5692883895131086,0.54,1.2045259475708008
