fitness,encoding
0.6839285714285714,"1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0"
0.6839285714285714,"1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0"
0.7339285714285714,"1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1"
0.7339285714285714,"1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1"
0.7506696428571429,"1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1"
0.7506696428571429,"1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1"
0.7506696428571429,"1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1"
0.7506696428571429,"1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1"
0.7506696428571429,"1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7540178571428571,"1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0"
0.7589285714285714,"1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1"
0.7589285714285714,"1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1"
0.7589285714285714,"1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1"
0.7589285714285714,"1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1"
0.7589285714285714,"1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1"
0.7589285714285714,"1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1"
0.7589285714285714,"1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1"
0.7589285714285714,"1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1"
0.7589285714285714,"1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1"
0.7589285714285714,"1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1"
