encoding,test accuracy,training accuracy,combined accuracy,test precision,test recall,test fscore,test auc,training time
"0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0",0.63,0.87,0.6900000000000001,0.5910364145658263,0.844,0.6952224052718287,0.63,0.5914173126220703
"0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1",0.616,0.88,0.6819999999999999,0.5917721518987342,0.748,0.6607773851590106,0.616,0.6372830867767334
"0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0",0.598,0.91,0.676,0.5735735735735735,0.764,0.6552315608919382,0.598,0.6012556552886963
"0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1",0.586,0.92,0.6695,0.5609065155807366,0.792,0.6567164179104478,0.5860000000000001,0.5769369602203369
"0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1",0.584,0.92,0.6679999999999999,0.5636363636363636,0.744,0.6413793103448275,0.584,0.58915114402771
"0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1",0.612,0.82,0.6639999999999999,0.5790960451977402,0.82,0.6788079470198676,0.612,0.5893542766571045
"0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1",0.598,0.86,0.6635,0.5646437994722955,0.856,0.6804451510333863,0.598,0.5845067501068115
"0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0",0.574,0.93,0.663,0.5545722713864307,0.752,0.6383701188455009,0.5740000000000001,0.643643856048584
"0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1",0.584,0.9,0.663,0.5586592178770949,0.8,0.6578947368421053,0.5840000000000001,0.6403753757476807
"0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1",0.562,0.96,0.6615,0.5451895043731778,0.748,0.6306913996627319,0.562,0.6308224201202393
"0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1",0.59,0.87,0.66,0.5633802816901409,0.8,0.6611570247933884,0.5900000000000001,0.6246795654296875
"0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1",0.558,0.96,0.6585,0.5451713395638629,0.7,0.6129597197898424,0.5579999999999999,0.6114025115966797
"0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1",0.566,0.93,0.657,0.5520504731861199,0.7,0.6172839506172839,0.566,0.607816219329834
"0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1",0.568,0.92,0.656,0.5586206896551724,0.648,0.6,0.5680000000000001,0.6248123645782471
"0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0",0.58,0.88,0.6549999999999999,0.5529100529100529,0.836,0.6656050955414012,0.58,0.5515062808990479
"0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0",0.58,0.88,0.6549999999999999,0.5529100529100529,0.836,0.6656050955414012,0.58,0.6377480030059814
"0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0",0.58,0.88,0.6549999999999999,0.5529100529100529,0.836,0.6656050955414012,0.58,0.5886094570159912
"0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1",0.58,0.88,0.6549999999999999,0.5529100529100529,0.836,0.6656050955414012,0.58,0.5825638771057129
"0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1",0.566,0.92,0.6545000000000001,0.5447154471544715,0.804,0.6494345718901454,0.5660000000000001,0.6147456169128418
"1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1",0.582,0.87,0.654,0.555858310626703,0.816,0.6612641815235009,0.582,0.5926525592803955
"0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1",0.578,0.88,0.6535,0.5619047619047619,0.708,0.6265486725663717,0.578,0.6540164947509766
"0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0",0.574,0.89,0.653,0.5687732342007435,0.612,0.5895953757225434,0.5740000000000001,0.6217255592346191
"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1",0.574,0.89,0.653,0.5548961424332344,0.748,0.637137989778535,0.5740000000000001,0.6473731994628906
"0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0",0.574,0.89,0.653,0.5687732342007435,0.612,0.5895953757225434,0.5740000000000001,0.6323273181915283
"0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1",0.562,0.92,0.6515000000000001,0.5707762557077626,0.5,0.5330490405117271,0.562,0.6034398078918457
"0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1",0.562,0.92,0.6515,0.5457227138643068,0.74,0.6281833616298812,0.562,0.6074001789093018
"0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1",0.584,0.85,0.6505,0.5561497326203209,0.832,0.6666666666666666,0.584,0.575383186340332
"0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0",0.56,0.92,0.65,0.5426136363636364,0.764,0.6345514950166113,0.56,0.6031816005706787
"0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1",0.542,0.97,0.649,0.5284552845528455,0.78,0.630048465266559,0.542,0.6152739524841309
"1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1",0.568,0.89,0.6485000000000001,0.5551948051948052,0.684,0.6129032258064516,0.5680000000000001,0.6184594631195068
"0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1",0.584,0.84,0.648,0.551980198019802,0.892,0.6819571865443425,0.5840000000000001,0.6241450309753418
"0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0",0.574,0.87,0.648,0.5572755417956656,0.72,0.6282722513089005,0.574,0.6120510101318359
"0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1",0.56,0.91,0.6475000000000001,0.5496688741721855,0.664,0.6014492753623188,0.56,0.6008002758026123
"0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1",0.548,0.94,0.646,0.5346820809248555,0.74,0.6208053691275168,0.548,0.6689882278442383
"1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0",0.564,0.89,0.6455000000000001,0.562015503875969,0.58,0.5708661417322834,0.5640000000000001,0.6593644618988037
"0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0",0.576,0.85,0.6445000000000001,0.5549132947976878,0.768,0.6442953020134228,0.5760000000000001,0.6665785312652588
"0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0",0.576,0.85,0.6445000000000001,0.5549132947976878,0.768,0.6442953020134228,0.5760000000000001,0.6404938697814941
"0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0",0.576,0.85,0.6445000000000001,0.5549132947976878,0.768,0.6442953020134228,0.5760000000000001,0.6217193603515625
"0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0",0.576,0.85,0.6445000000000001,0.5549132947976878,0.768,0.6442953020134228,0.5760000000000001,0.606158971786499
"1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1",0.566,0.88,0.6445000000000001,0.5533980582524272,0.684,0.6118067978533095,0.5660000000000001,0.5957038402557373
"0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0",0.542,0.95,0.644,0.5335463258785943,0.668,0.5932504440497336,0.542,0.5508124828338623
"1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1",0.552,0.92,0.644,0.5389221556886228,0.72,0.6164383561643836,0.552,0.5962319374084473
"0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0",0.548,0.93,0.6435,0.5346820809248555,0.74,0.6208053691275168,0.548,0.5815982818603516
"0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1",0.548,0.93,0.6435,0.5344827586206896,0.744,0.6220735785953178,0.548,0.5974388122558594
"1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1",0.584,0.82,0.643,0.5875,0.564,0.5755102040816327,0.584,0.6067616939544678
"0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1",0.55,0.92,0.6425000000000001,0.5362318840579711,0.74,0.6218487394957983,0.55,0.6136648654937744
"0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1",0.56,0.89,0.6425000000000001,0.5513698630136986,0.644,0.5940959409594095,0.56,0.6005024909973145
"0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1",0.546,0.93,0.642,0.5313351498637602,0.78,0.6320907617504052,0.546,0.6059315204620361
"0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1",0.542,0.94,0.6415,0.5335463258785943,0.668,0.5932504440497336,0.542,0.6173927783966064
"0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0",0.548,0.92,0.641,0.5319148936170213,0.8,0.6389776357827476,0.548,0.615889310836792
"0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1",0.548,0.92,0.641,0.5372670807453416,0.692,0.6048951048951049,0.548,0.5938239097595215
"0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0",0.568,0.86,0.641,0.5582191780821918,0.652,0.6014760147601476,0.5680000000000001,0.5706005096435547
"0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0",0.548,0.92,0.641,0.5319148936170213,0.8,0.6389776357827476,0.548,0.5903496742248535
"0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1",0.554,0.9,0.6405000000000001,0.5389048991354467,0.748,0.626465661641541,0.554,0.6164498329162598
