encoding,test accuracy,training accuracy,combined accuracy,test precision,test recall,test fscore,test auc,training time
"0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0",0.598,0.91,0.676,0.5735735735735735,0.764,0.6552315608919382,0.598,0.6261823177337646
"0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0",0.618,0.84,0.6735,0.5754475703324808,0.9,0.7020280811232449,0.618,0.5962667465209961
"0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1",0.586,0.92,0.6695,0.5609065155807366,0.792,0.6567164179104478,0.5860000000000001,0.5727939605712891
"0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1",0.572,0.95,0.6664999999999999,0.5463917525773195,0.848,0.664576802507837,0.572,0.6397225856781006
"0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1",0.57,0.95,0.665,0.542997542997543,0.884,0.6727549467275494,0.5700000000000001,0.6291377544403076
"0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1",0.568,0.95,0.6635,0.5582191780821918,0.652,0.6014760147601476,0.5680000000000001,0.5832047462463379
"0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1",0.57,0.94,0.6625,0.5456919060052219,0.836,0.660347551342812,0.57,0.6358902454376221
"0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0",0.592,0.87,0.6615,0.5575,0.892,0.6861538461538461,0.592,0.6007199287414551
"0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0",0.584,0.89,0.6605000000000001,0.5734265734265734,0.656,0.6119402985074627,0.5840000000000001,0.6090738773345947
"0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1",0.57,0.93,0.66,0.543859649122807,0.868,0.6687211093990755,0.5700000000000001,0.6115422248840332
"0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1",0.56,0.95,0.6575,0.5401069518716578,0.808,0.6474358974358975,0.56,0.6540877819061279
"0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1",0.56,0.95,0.6575,0.5405405405405406,0.8,0.6451612903225806,0.56,0.6413571834564209
