precision,recall,f1-score,accuracy,auc,features,training time (s)
0.6320754716981132,0.804,0.7077464788732394,0.668,0.668,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [64, 64, 128, 1]",503.6989665031433
0.6556016597510373,0.632,0.6435845213849287,0.65,0.65,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [4, 4, 32, 1]",503.6989665031433
0.7698412698412699,0.388,0.5159574468085106,0.636,0.636,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [16, 16, 1]",503.6989665031433
0.6120401337792643,0.732,0.6666666666666667,0.634,0.634,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [8, 16, 32, 1]",503.6989665031433
0.7580645161290323,0.376,0.5026737967914439,0.628,0.628,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [16, 32, 32, 1]",503.6989665031433
0.5710227272727273,0.804,0.6677740863787376,0.6,0.6000000000000001,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [8, 16, 64, 1]",503.6989665031433
0.5939849624060151,0.632,0.6124031007751938,0.6,0.6,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [32, 32, 32, 1]",503.6989665031433
0.5877862595419847,0.616,0.6015625,0.592,0.592,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [8, 8, 128, 1]",503.6989665031433
0.5637393767705382,0.796,0.6600331674958541,0.59,0.5900000000000001,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [32, 64, 64, 1]",503.6989665031433
0.57,0.684,0.6218181818181818,0.584,0.5840000000000001,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [32, 32, 64, 1]",503.6989665031433
0.5667870036101083,0.628,0.5958254269449715,0.574,0.5740000000000001,"MLP with solver sgd,                     activation logistic in hidden layers and                     architecture [8, 8, 1]",503.6989665031433
0.5629370629370629,0.644,0.6007462686567163,0.572,0.5720000000000001,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [8, 16, 16, 1]",503.6989665031433
0.7160493827160493,0.232,0.3504531722054381,0.57,0.5700000000000001,"MLP with solver sgd,                     activation relu in hidden layers and                     architecture [16, 32, 128, 1]",503.6989665031433
0.570281124497992,0.568,0.5691382765531061,0.57,0.57,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [16, 16, 1]",503.6989665031433
0.5739130434782609,0.528,0.55,0.568,0.5680000000000001,"MLP with solver sgd,                     activation relu in hidden layers and                     architecture [8, 8, 16, 1]",503.6989665031433
0.5961538461538461,0.372,0.458128078817734,0.56,0.56,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [4, 16, 1]",503.6989665031433
0.5491525423728814,0.648,0.5944954128440367,0.558,0.558,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [32, 64, 1]",503.6989665031433
0.5596707818930041,0.544,0.5517241379310345,0.558,0.558,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [4, 4, 64, 1]",503.6989665031433
0.5316742081447964,0.94,0.6791907514450867,0.556,0.5559999999999999,"MLP with solver sgd,                     activation tanh in hidden layers and                     architecture [32, 128, 1]",503.6989665031433
0.5391849529780565,0.688,0.6045694200351495,0.55,0.5499999999999999,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [4, 4, 32, 1]",503.6989665031433
0.5269058295964125,0.94,0.675287356321839,0.548,0.5479999999999999,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [64, 128, 128, 1]",503.6989665031433
0.5313351498637602,0.78,0.6320907617504051,0.546,0.546,"MLP with solver adam,                     activation tanh in hidden layers and                     architecture [16, 64, 128, 1]",503.6989665031433
0.5316091954022989,0.74,0.6187290969899666,0.544,0.544,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [16, 64, 1]",503.6989665031433
0.5331325301204819,0.708,0.6082474226804123,0.544,0.544,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [4, 16, 1]",503.6989665031433
0.5251141552511416,0.92,0.6686046511627908,0.544,0.544,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [32, 32, 1]",503.6989665031433
0.5238095238095238,0.968,0.6797752808988765,0.544,0.544,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [64, 64, 64, 1]",503.6989665031433
0.5224839400428265,0.976,0.6806136680613668,0.542,0.542,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [4, 16, 64, 1]",503.6989665031433
0.6515151515151515,0.172,0.27215189873417717,0.54,0.54,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [4, 32, 64, 1]",503.6989665031433
0.6136363636363636,0.216,0.31952662721893493,0.54,0.54,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [4, 32, 1]",503.6989665031433
0.5353159851301115,0.576,0.5549132947976877,0.538,0.538,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [16, 64, 64, 1]",503.6989665031433
0.5251396648044693,0.752,0.618421052631579,0.536,0.536,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [32, 1]",503.6989665031433
0.5209302325581395,0.896,0.6588235294117646,0.536,0.536,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [128, 128, 128, 1]",503.6989665031433
0.660377358490566,0.14,0.23102310231023104,0.534,0.534,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [32, 32, 128, 1]",503.6989665031433
0.5175983436853002,1.0,0.6821282401091405,0.534,0.534,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [4, 16, 128, 1]",503.6989665031433
0.5572519083969466,0.292,0.38320209973753283,0.53,0.53,"MLP with solver sgd,                     activation relu in hidden layers and                     architecture [8, 16, 64, 1]",503.6989665031433
0.5201072386058981,0.776,0.622792937399679,0.53,0.53,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [128, 1]",503.6989665031433
0.5159235668789809,0.972,0.6740638002773924,0.53,0.53,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [8, 16, 64, 1]",503.6989665031433
