precision,recall,f1-score,accuracy,auc,features,training time (s)
0.5903614457831325,0.98,0.7368421052631579,0.65,0.65,"MLP with solver sgd,                     activation identity in hidden layers and                     architecture [32, 32, 64, 1]",638.1003000736237
0.5903614457831325,0.98,0.7368421052631579,0.65,0.65,"MLP with solver adam,                     activation logistic in hidden layers and                     architecture [16, 64, 64, 1]",638.1003000736237
0.5949367088607594,0.94,0.7286821705426355,0.65,0.6499999999999999,"MLP with solver sgd,                     activation identity in hidden layers and                     architecture [16, 1]",638.1003000736237
0.5945945945945946,0.88,0.7096774193548386,0.64,0.64,"MLP with solver sgd,                     activation tanh in hidden layers and                     architecture [4, 8, 64, 1]",638.1003000736237
0.589041095890411,0.86,0.6991869918699187,0.63,0.63,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [16, 32, 64, 1]",638.1003000736237
0.8823529411764706,0.3,0.44776119402985076,0.63,0.63,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [8, 8, 1]",638.1003000736237
0.6444444444444445,0.58,0.6105263157894737,0.63,0.63,"MLP with solver sgd,                     activation relu in hidden layers and                     architecture [8, 64, 64, 1]",638.1003000736237
0.589041095890411,0.86,0.6991869918699187,0.63,0.63,"MLP with solver lbfgs,                     activation identity in hidden layers and                     architecture [32, 1]",638.1003000736237
0.5915492957746479,0.84,0.6942148760330579,0.63,0.63,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [8, 16, 16, 1]",638.1003000736237
0.6101694915254238,0.72,0.6605504587155964,0.63,0.63,"MLP with solver sgd,                     activation relu in hidden layers and                     architecture [16, 16, 1]",638.1003000736237
0.5857142857142857,0.82,0.6833333333333333,0.62,0.62,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [4, 4, 64, 1]",638.1003000736237
0.6428571428571429,0.54,0.5869565217391305,0.62,0.62,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [4, 64, 64, 1]",638.1003000736237
0.5681818181818182,1.0,0.7246376811594203,0.62,0.62,"MLP with solver sgd,                     activation tanh in hidden layers and                     architecture [4, 128, 128, 1]",638.1003000736237
0.6111111111111112,0.66,0.6346153846153846,0.62,0.62,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [32, 64, 128, 1]",638.1003000736237
0.7142857142857143,0.4,0.5128205128205129,0.62,0.62,"MLP with solver sgd,                     activation relu in hidden layers and                     architecture [4, 8, 32, 1]",638.1003000736237
0.5833333333333334,0.84,0.6885245901639344,0.62,0.62,"MLP with solver lbfgs,                     activation identity in hidden layers and                     architecture [16, 64, 128, 1]",638.1003000736237
0.5909090909090909,0.78,0.6724137931034482,0.62,0.62,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [64, 64, 64, 1]",638.1003000736237
0.5833333333333334,0.84,0.6885245901639344,0.62,0.62,"MLP with solver lbfgs,                     activation identity in hidden layers and                     architecture [8, 16, 1]",638.1003000736237
0.5789473684210527,0.88,0.6984126984126985,0.62,0.62,"MLP with solver adam,                     activation identity in hidden layers and                     architecture [4, 8, 1]",638.1003000736237
0.5857142857142857,0.82,0.6833333333333333,0.62,0.62,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [4, 4, 1]",638.1003000736237
0.575,0.92,0.7076923076923077,0.62,0.62,"MLP with solver sgd,                     activation identity in hidden layers and                     architecture [32, 64, 1]",638.1003000736237
0.5733333333333334,0.86,0.6880000000000001,0.61,0.61,"MLP with solver lbfgs,                     activation identity in hidden layers and                     architecture [8, 8, 32, 1]",638.1003000736237
0.5873015873015873,0.74,0.6548672566371682,0.61,0.61,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [16, 1]",638.1003000736237
0.6170212765957447,0.58,0.5979381443298969,0.61,0.61,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [4, 8, 64, 1]",638.1003000736237
0.5714285714285714,0.88,0.6929133858267715,0.61,0.61,"MLP with solver adam,                     activation identity in hidden layers and                     architecture [128, 128, 128, 1]",638.1003000736237
