precision,recall,f1-score,accuracy,auc,features,training time (s)
0.6923076923076923,0.54,0.6067415730337079,0.65,0.65,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [16, 64, 128, 1]",526.6506538391113
0.7272727272727273,0.48,0.5783132530120482,0.65,0.6499999999999999,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [4, 1]",526.6506538391113
0.71875,0.46,0.5609756097560976,0.64,0.64,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [4, 8, 64, 1]",526.6506538391113
0.6521739130434783,0.6,0.6250000000000001,0.64,0.64,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [4, 16, 32, 1]",526.6506538391113
0.6842105263157895,0.52,0.5909090909090909,0.64,0.64,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [16, 16, 1]",526.6506538391113
0.7916666666666666,0.38,0.5135135135135135,0.64,0.64,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [32, 32, 128, 1]",526.6506538391113
0.7407407407407407,0.4,0.5194805194805194,0.63,0.63,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [64, 128, 1]",526.6506538391113
0.6140350877192983,0.7,0.6542056074766356,0.63,0.63,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [64, 64, 64, 1]",526.6506538391113
0.6140350877192983,0.7,0.6542056074766356,0.63,0.63,"MLP with solver sgd,                     activation tanh in hidden layers and                     architecture [64, 64, 128, 1]",526.6506538391113
0.6382978723404256,0.6,0.6185567010309279,0.63,0.63,"MLP with solver sgd,                     activation relu in hidden layers and                     architecture [8, 32, 64, 1]",526.6506538391113
0.6444444444444445,0.58,0.6105263157894737,0.63,0.63,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [16, 32, 32, 1]",526.6506538391113
0.6444444444444445,0.58,0.6105263157894737,0.63,0.63,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [8, 64, 64, 1]",526.6506538391113
0.6585365853658537,0.54,0.5934065934065934,0.63,0.63,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [4, 64, 64, 1]",526.6506538391113
0.6756756756756757,0.5,0.5747126436781609,0.63,0.63,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [4, 16, 1]",526.6506538391113
0.7096774193548387,0.44,0.5432098765432098,0.63,0.63,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [4, 4, 1]",526.6506538391113
0.6140350877192983,0.7,0.6542056074766356,0.63,0.63,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [64, 1]",526.6506538391113
0.6140350877192983,0.7,0.6542056074766356,0.63,0.63,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [128, 128, 1]",526.6506538391113
0.6071428571428571,0.68,0.6415094339622641,0.62,0.6200000000000001,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [4, 32, 1]",526.6506538391113
0.6071428571428571,0.68,0.6415094339622641,0.62,0.6200000000000001,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [16, 16, 64, 1]",526.6506538391113
