precision,recall,f1-score,accuracy,auc,features,training time (s)
0.625,0.8,0.7017543859649122,0.66,0.66,"MLP with solver sgd,                     activation tanh in hidden layers and                     architecture [32, 32, 1]",571.2031440734863
0.6025641025641025,0.94,0.7343749999999999,0.66,0.6599999999999999,"MLP with solver sgd,                     activation identity in hidden layers and                     architecture [4, 4, 16, 1]",571.2031440734863
0.7419354838709677,0.46,0.5679012345679013,0.65,0.65,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [4, 64, 128, 1]",571.2031440734863
0.6666666666666666,0.6,0.631578947368421,0.65,0.6499999999999999,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [8, 32, 32, 1]",571.2031440734863
0.6458333333333334,0.62,0.6326530612244898,0.64,0.64,"MLP with solver sgd,                     activation relu in hidden layers and                     architecture [16, 16, 32, 1]",571.2031440734863
0.5921052631578947,0.9,0.7142857142857143,0.64,0.64,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [4, 8, 1]",571.2031440734863
0.7058823529411765,0.48,0.5714285714285713,0.64,0.64,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [4, 16, 32, 1]",571.2031440734863
0.675,0.54,0.6000000000000001,0.64,0.64,"MLP with solver sgd,                     activation relu in hidden layers and                     architecture [4, 8, 64, 1]",571.2031440734863
0.6382978723404256,0.6,0.6185567010309279,0.63,0.63,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [8, 8, 128, 1]",571.2031440734863
0.5915492957746479,0.84,0.6942148760330579,0.63,0.63,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [4, 64, 1]",571.2031440734863
0.6511627906976745,0.56,0.6021505376344087,0.63,0.63,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [8, 64, 64, 1]",571.2031440734863
0.6511627906976745,0.56,0.6021505376344087,0.63,0.63,"MLP with solver sgd,                     activation tanh in hidden layers and                     architecture [4, 4, 64, 1]",571.2031440734863
