models,test accuracy,training accuracy,test precision,test recall,test fscore,test auc
"0,1,3,5,9",0.8,0.7,0.7,1.0,0.8235294117647058,0.8125
"0,2,3,5,9",0.8,0.7,0.75,0.8571428571428571,0.8,0.8035714285714286
"0,1,2,3,4",0.8,0.8,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7991071428571428
"1,2,6,7,9",0.8,0.8,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7991071428571428
"1,2,6,8,9",0.8,0.8,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7991071428571428
"1,2,7,8,9",0.8,0.8,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7991071428571428
"0,1,3,6,9",0.7666666666666667,0.7,0.6842105263157895,0.9285714285714286,0.7878787878787878,0.7767857142857143
"0,1,3,7,9",0.7666666666666667,0.7,0.6842105263157895,0.9285714285714286,0.7878787878787878,0.7767857142857143
"0,1,3,8,9",0.7666666666666667,0.7,0.6842105263157895,0.9285714285714286,0.7878787878787878,0.7767857142857143
"0,1,2,5,9",0.7666666666666667,0.9,0.7058823529411765,0.8571428571428571,0.7741935483870968,0.7723214285714286
"0,2,3,6,9",0.7666666666666667,0.7,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.7678571428571428
"0,2,3,8,9",0.7666666666666667,0.7,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.7678571428571428
"0,3,6,7,9",0.7666666666666667,0.8,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.7678571428571428
"0,3,7,8,9",0.7666666666666667,0.8,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.7678571428571428
"1,2,5,6,9",0.7666666666666667,0.8,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.7678571428571428
"1,2,5,7,9",0.7666666666666667,0.8,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.7678571428571428
"1,2,5,8,9",0.7666666666666667,0.8,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.7678571428571428
"2,3,4,5,9",0.7666666666666667,0.8,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.7678571428571428
"2,3,4,6,9",0.7666666666666667,0.8,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.7678571428571428
"2,3,4,8,9",0.7666666666666667,0.8,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.7678571428571428
"1,2,3,5,9",0.7666666666666667,0.8,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7633928571428572
"1,2,3,6,9",0.7666666666666667,0.8,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7633928571428572
"1,2,3,8,9",0.7666666666666667,0.8,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7633928571428572
"1,3,6,7,9",0.7666666666666667,0.8,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7633928571428572
"1,3,7,8,9",0.7666666666666667,0.8,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7633928571428572
"1,2,3,4,5",0.7666666666666667,0.8,0.8181818181818182,0.6428571428571429,0.72,0.7589285714285714
"1,2,3,4,6",0.7666666666666667,0.8,0.8181818181818182,0.6428571428571429,0.72,0.7589285714285714
"1,2,3,4,8",0.7666666666666667,0.8,0.8181818181818182,0.6428571428571429,0.72,0.7589285714285714
"0,1,3,4,5",0.7333333333333333,0.8,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"0,1,3,4,6",0.7333333333333333,0.8,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"0,1,3,4,7",0.7333333333333333,0.8,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"0,1,3,4,8",0.7333333333333333,0.8,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"0,2,5,6,9",0.7333333333333333,0.7,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"0,2,5,7,9",0.7333333333333333,0.7,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"0,2,5,8,9",0.7333333333333333,0.7,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"0,3,5,6,9",0.7333333333333333,0.8,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"0,3,5,7,9",0.7333333333333333,0.8,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"0,3,5,8,9",0.7333333333333333,0.8,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"1,3,4,5,9",0.7333333333333333,0.8,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"1,3,4,6,9",0.7333333333333333,0.8,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"1,3,4,7,9",0.7333333333333333,0.8,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"1,3,4,8,9",0.7333333333333333,0.8,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"1,4,6,7,9",0.7333333333333333,0.8,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"1,4,6,8,9",0.7333333333333333,0.8,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"1,4,7,8,9",0.7333333333333333,0.8,0.6666666666666666,0.8571428571428571,0.75,0.7410714285714286
"0,1,2,3,9",0.7333333333333333,0.9,0.6875,0.7857142857142857,0.7333333333333333,0.7366071428571428
"0,1,2,4,5",0.7333333333333333,0.8,0.6875,0.7857142857142857,0.7333333333333333,0.7366071428571428
"0,1,2,4,6",0.7333333333333333,0.8,0.6875,0.7857142857142857,0.7333333333333333,0.7366071428571428
"0,1,2,4,7",0.7333333333333333,0.8,0.6875,0.7857142857142857,0.7333333333333333,0.7366071428571428
"0,1,2,4,8",0.7333333333333333,0.8,0.6875,0.7857142857142857,0.7333333333333333,0.7366071428571428
"0,1,2,6,9",0.7333333333333333,0.9,0.6875,0.7857142857142857,0.7333333333333333,0.7366071428571428
"0,1,2,7,9",0.7333333333333333,0.9,0.6875,0.7857142857142857,0.7333333333333333,0.7366071428571428
"0,1,2,8,9",0.7333333333333333,0.9,0.6875,0.7857142857142857,0.7333333333333333,0.7366071428571428
"0,2,6,7,9",0.7333333333333333,0.7,0.6875,0.7857142857142857,0.7333333333333333,0.7366071428571428
"0,2,6,8,9",0.7333333333333333,0.7,0.6875,0.7857142857142857,0.7333333333333333,0.7366071428571428
"0,2,7,8,9",0.7333333333333333,0.7,0.6875,0.7857142857142857,0.7333333333333333,0.7366071428571428
"0,3,4,6,7",0.7333333333333333,0.8,0.6875,0.7857142857142857,0.7333333333333333,0.7366071428571428
"0,3,4,7,8",0.7333333333333333,0.8,0.6875,0.7857142857142857,0.7333333333333333,0.7366071428571428
"1,2,3,4,9",0.7333333333333333,0.8,0.6875,0.7857142857142857,0.7333333333333333,0.7366071428571428
"0,1,2,3,5",0.7333333333333333,0.8,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7321428571428572
"0,1,2,3,6",0.7333333333333333,0.8,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7321428571428572
"0,1,2,3,8",0.7333333333333333,0.8,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7321428571428572
"0,1,3,6,7",0.7333333333333333,0.8,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7321428571428572
"0,1,3,7,8",0.7333333333333333,0.8,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7321428571428572
"0,2,3,4,5",0.7333333333333333,0.8,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7321428571428572
"0,2,3,4,6",0.7333333333333333,0.8,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7321428571428572
"0,2,3,4,8",0.7333333333333333,0.8,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7321428571428572
"0,2,3,7,9",0.7333333333333333,0.7,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7321428571428572
"0,3,6,8,9",0.7333333333333333,0.8,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7321428571428572
"1,2,3,5,6",0.7333333333333333,0.8,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7321428571428572
"1,2,3,5,8",0.7333333333333333,0.8,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7321428571428572
"2,3,4,7,9",0.7333333333333333,0.8,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7321428571428572
"3,4,6,7,9",0.7333333333333333,0.8,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7321428571428572
"3,4,7,8,9",0.7333333333333333,0.8,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7321428571428572
"1,2,3,6,7",0.7333333333333333,0.8,0.75,0.6428571428571429,0.6923076923076923,0.7276785714285714
"1,2,3,6,8",0.7333333333333333,0.8,0.75,0.6428571428571429,0.6923076923076923,0.7276785714285714
"1,2,3,7,8",0.7333333333333333,0.8,0.75,0.6428571428571429,0.6923076923076923,0.7276785714285714
"1,2,3,7,9",0.7333333333333333,0.8,0.75,0.6428571428571429,0.6923076923076923,0.7276785714285714
