encoding,test accuracy,training accuracy,combined accuracy,test precision,test recall,test fscore,test auc,training time
"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1",0.655,0.69,0.6637500000000001,0.6131386861313869,0.84,0.7088607594936709,0.655,0.6181817054748535
"0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1",0.64,0.67,0.6475,0.6206896551724138,0.72,0.6666666666666666,0.64,0.6225645542144775
"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1",0.61,0.75,0.645,0.5887096774193549,0.73,0.6517857142857143,0.61,0.5998740196228027
"0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0",0.625,0.69,0.64125,0.6050420168067226,0.72,0.6575342465753424,0.625,0.5925381183624268
"0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1",0.61,0.72,0.6375,0.5859375,0.75,0.6578947368421053,0.61,0.5974874496459961
"0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1",0.585,0.75,0.62625,0.5977011494252874,0.52,0.5561497326203209,0.585,0.66632080078125
"1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1",0.585,0.73,0.62125,0.5521472392638037,0.9,0.6844106463878327,0.585,0.6281294822692871
"1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0",0.57,0.76,0.6174999999999999,0.5454545454545454,0.84,0.6614173228346457,0.57,0.629047155380249
"0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1",0.59,0.7,0.6174999999999999,0.5592105263157895,0.85,0.6746031746031746,0.59,0.6954572200775146
"0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1",0.58,0.72,0.615,0.5645161290322581,0.7,0.625,0.58,0.6460943222045898
"1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1",0.57,0.73,0.6100000000000001,0.5648148148148148,0.61,0.5865384615384616,0.5700000000000001,0.6259908676147461
"0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1",0.58,0.7,0.6099999999999999,0.5540540540540541,0.82,0.6612903225806451,0.58,0.6444416046142578
"1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1",0.57,0.72,0.6074999999999999,0.5538461538461539,0.72,0.6260869565217392,0.57,0.6226711273193359
"0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1",0.575,0.7,0.60625,0.56,0.7,0.6222222222222222,0.575,0.6545288562774658
"0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0",0.58,0.68,0.6050000000000001,0.5888888888888889,0.53,0.5578947368421052,0.5800000000000001,0.5837023258209229
"0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0",0.58,0.68,0.6050000000000001,0.5888888888888889,0.53,0.5578947368421052,0.5800000000000001,0.6029479503631592
"0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0",0.56,0.74,0.605,0.5652173913043478,0.52,0.5416666666666666,0.56,0.6311736106872559
"0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0",0.56,0.74,0.605,0.5652173913043478,0.52,0.5416666666666666,0.56,0.5817530155181885
"0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0",0.56,0.74,0.605,0.5882352941176471,0.4,0.47619047619047616,0.56,0.6078026294708252
