fitness,encoding
0.5775,"0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0"
0.5800000000000001,"1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0"
0.5975,"0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0"
0.5975,"0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0"
0.5975,"0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0"
0.5975,"0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0"
0.5975,"0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0"
0.6050000000000001,"0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0"
0.6074999999999999,"1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1"
0.6074999999999999,"1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1"
0.6074999999999999,"1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1"
0.6074999999999999,"1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
0.6637500000000001,"0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1"
