fitness,encoding
0.6000000000000001,"1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1"
0.6000000000000001,"1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1"
0.605,"0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0"
0.605,"0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0"
0.605,"0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0"
0.605,"0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0"
0.605,"0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0"
0.605,"0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0"
0.605,"0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0"
0.605,"0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0"
0.61125,"1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1"
0.61375,"0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1"
0.6287499999999999,"0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1"
0.6287499999999999,"0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1"
0.6287499999999999,"0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1"
0.6287499999999999,"0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1"
0.6287499999999999,"0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
0.645,"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1"
