encoding,test accuracy,training accuracy,combined accuracy,test precision,test recall,test fscore,test auc,training time
"0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0",0.635,0.68,0.64625,0.6483516483516484,0.59,0.6178010471204188,0.635,0.640413761138916
"0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1",0.615,0.74,0.64625,0.6666666666666666,0.46,0.5443786982248521,0.615,0.6376781463623047
"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1",0.61,0.75,0.645,0.5887096774193549,0.73,0.6517857142857143,0.61,0.61562180519104
"0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0",0.625,0.69,0.64125,0.6262626262626263,0.62,0.6231155778894473,0.625,0.5978915691375732
"0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1",0.615,0.7,0.63625,0.592,0.74,0.6577777777777778,0.615,0.6331179141998291
"0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1",0.585,0.77,0.63125,0.660377358490566,0.35,0.45751633986928103,0.585,0.6822102069854736
"0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1",0.62,0.65,0.6275,0.6111111111111112,0.66,0.6346153846153846,0.62,0.619462251663208
"0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0",0.61,0.66,0.6225,0.5679012345679012,0.92,0.7022900763358778,0.61,0.6028299331665039
"0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0",0.61,0.66,0.6225,0.5679012345679012,0.92,0.7022900763358778,0.61,0.6304147243499756
"1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1",0.585,0.73,0.62125,0.5521472392638037,0.9,0.6844106463878327,0.585,0.6163618564605713
"0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0",0.59,0.7,0.6175,0.5833333333333334,0.63,0.6057692307692307,0.5900000000000001,0.6528768539428711
"0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1",0.585,0.71,0.61625,0.5611510791366906,0.78,0.6527196652719666,0.585,0.6361167430877686
"0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0",0.585,0.71,0.61625,0.5752212389380531,0.65,0.6103286384976526,0.585,0.6404900550842285
"0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0",0.585,0.71,0.61625,0.5752212389380531,0.65,0.6103286384976526,0.585,0.6276874542236328
"0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1",0.585,0.71,0.61625,0.6,0.51,0.5513513513513514,0.585,0.6341848373413086
"0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1",0.575,0.72,0.61125,0.56,0.7,0.6222222222222222,0.575,0.5812296867370605
"0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1",0.575,0.72,0.61125,0.6271186440677966,0.37,0.46540880503144655,0.575,0.6006143093109131
"1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1",0.57,0.73,0.6100000000000001,0.5648148148148148,0.61,0.5865384615384616,0.5700000000000001,0.6220109462738037
"0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1",0.58,0.7,0.6099999999999999,0.5540540540540541,0.82,0.6612903225806451,0.58,0.6306297779083252
"0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0",0.595,0.65,0.60875,0.5568862275449101,0.93,0.6966292134831461,0.595,0.5929772853851318
"0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0",0.595,0.65,0.60875,0.5568862275449101,0.93,0.6966292134831461,0.595,0.5920929908752441
"0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1",0.575,0.7,0.60625,0.5460122699386503,0.89,0.6768060836501901,0.575,0.6548278331756592
"1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1",0.6,0.62,0.6050000000000001,0.5704225352112676,0.81,0.6694214876033058,0.6000000000000001,0.6213688850402832
"0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0",0.56,0.74,0.605,0.5882352941176471,0.4,0.47619047619047616,0.56,0.592872142791748
"0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0",0.56,0.74,0.605,0.5882352941176471,0.4,0.47619047619047616,0.56,0.5967800617218018
"0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0",0.59,0.64,0.6025,0.5592105263157895,0.85,0.6746031746031746,0.59,0.641944169998169
"0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0",0.57,0.7,0.6025,0.64,0.32,0.4266666666666667,0.57,0.6457867622375488
"0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0",0.59,0.64,0.6025,0.5592105263157895,0.85,0.6746031746031746,0.59,0.6409823894500732
"0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0",0.58,0.67,0.6024999999999999,0.5655737704918032,0.69,0.6216216216216216,0.58,0.5690834522247314
"0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0",0.545,0.77,0.60125,0.5428571428571428,0.57,0.5560975609756098,0.5449999999999999,0.6195592880249023
"0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0",0.545,0.77,0.60125,0.5428571428571428,0.57,0.5560975609756098,0.5449999999999999,0.5889401435852051
"1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1",0.57,0.69,0.6000000000000001,0.5795454545454546,0.51,0.5425531914893617,0.5700000000000001,0.5929827690124512
"0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1",0.56,0.71,0.5974999999999999,0.5857142857142857,0.41,0.4823529411764706,0.5599999999999999,0.5844283103942871
"0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1",0.565,0.69,0.59625,0.5619047619047619,0.59,0.5756097560975609,0.565,0.5988225936889648
"0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0",0.585,0.63,0.59625,0.5562913907284768,0.84,0.6693227091633466,0.585,0.6173722743988037
"0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0",0.58,0.64,0.5950000000000001,0.6481481481481481,0.35,0.45454545454545453,0.5800000000000001,0.5406925678253174
"0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1",0.59,0.61,0.595,0.55,0.99,0.7071428571428572,0.59,0.5955283641815186
"0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1",0.57,0.67,0.595,0.5714285714285714,0.56,0.5656565656565656,0.5700000000000001,0.6428749561309814
"0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0",0.55,0.73,0.595,0.5462962962962963,0.59,0.5673076923076923,0.55,0.6455657482147217
"1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0",0.565,0.68,0.59375,0.552,0.69,0.6133333333333333,0.565,0.5764737129211426
"1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0",0.565,0.68,0.59375,0.552,0.69,0.6133333333333333,0.565,0.6312122344970703
"0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0",0.535,0.77,0.59375,0.5333333333333333,0.56,0.5463414634146342,0.535,0.6185758113861084
"0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0",0.59,0.6,0.5925,0.55625,0.89,0.6846153846153846,0.59,0.5776021480560303
"0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0",0.59,0.6,0.5925,0.55625,0.89,0.6846153846153846,0.59,0.5398035049438477
"0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0",0.59,0.6,0.5925,0.55625,0.89,0.6846153846153846,0.59,0.5335376262664795
"0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0",0.55,0.72,0.5925,0.5403225806451613,0.67,0.5982142857142857,0.55,0.5752363204956055
"0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0",0.59,0.6,0.5925,0.55625,0.89,0.6846153846153846,0.59,0.5609898567199707
"0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0",0.59,0.6,0.5925,0.55625,0.89,0.6846153846153846,0.59,0.5263957977294922
"0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0",0.59,0.6,0.5925,0.55625,0.89,0.6846153846153846,0.59,0.5317988395690918
"0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0",0.59,0.6,0.5925,0.55625,0.89,0.6846153846153846,0.59,0.5402753353118896
"0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1",0.55,0.72,0.5925,0.5757575757575758,0.38,0.4578313253012048,0.55,0.6308543682098389
"0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0",0.59,0.6,0.5925,0.55625,0.89,0.6846153846153846,0.59,0.5507135391235352
"0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0",0.59,0.6,0.5925,0.55625,0.89,0.6846153846153846,0.59,0.5552160739898682
