encoding,test accuracy,training accuracy,combined accuracy,test precision,test recall,test fscore,test auc,training time
"0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1",0.635,0.73,0.65875,0.6115702479338843,0.74,0.669683257918552,0.635,0.6026616096496582
"0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1",0.615,0.74,0.64625,0.6666666666666666,0.46,0.5443786982248521,0.615,0.6288402080535889
"0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1",0.61,0.75,0.645,0.5887096774193549,0.73,0.6517857142857143,0.61,0.6083366870880127
"1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1",0.585,0.73,0.62125,0.5521472392638037,0.9,0.6844106463878327,0.585,0.6135308742523193
"0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1",0.585,0.73,0.62125,0.5570469798657718,0.83,0.6666666666666666,0.585,0.5973596572875977
"0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1",0.58,0.74,0.6200000000000001,0.6428571428571429,0.36,0.46153846153846156,0.5800000000000001,0.6405115127563477
"0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1",0.58,0.73,0.6175,0.5754716981132075,0.61,0.5922330097087378,0.5800000000000001,0.6146953105926514
"0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0",0.55,0.79,0.6100000000000001,0.6136363636363636,0.27,0.375,0.55,0.6184525489807129
"0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1",0.58,0.7,0.6099999999999999,0.5540540540540541,0.82,0.6612903225806451,0.58,0.6072237491607666
"0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1",0.545,0.79,0.6062500000000001,0.5957446808510638,0.28,0.38095238095238093,0.545,0.6335470676422119
