precision,recall,f1-score,accuracy,auc,features,training time (s)
0.6126126126126126,0.816,0.6998284734133791,0.65,0.6499999999999999,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [4, 4, 16, 1]",518.5596249103546
0.621160409556314,0.728,0.6703499079189686,0.642,0.642,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [32, 32, 128, 1]",518.5596249103546
0.6006006006006006,0.8,0.686106346483705,0.634,0.634,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [64, 128, 128, 1]",518.5596249103546
0.625,0.66,0.6420233463035019,0.632,0.632,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [8, 64, 64, 1]",518.5596249103546
0.5822454308093995,0.892,0.7045813586097947,0.626,0.626,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [4, 32, 32, 1]",518.5596249103546
0.5763239875389408,0.74,0.647985989492119,0.598,0.598,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [4, 4, 4, 1]",518.5596249103546
0.5780730897009967,0.696,0.631578947368421,0.594,0.594,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [32, 128, 128, 1]",518.5596249103546
0.5523114355231143,0.908,0.686838124054463,0.586,0.5860000000000001,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [64, 64, 128, 1]",518.5596249103546
0.5511811023622047,0.84,0.6656101426307449,0.578,0.578,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [4, 4, 8, 1]",518.5596249103546
0.5565476190476191,0.748,0.6382252559726963,0.576,0.5760000000000001,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [8, 64, 1]",518.5596249103546
0.5562130177514792,0.752,0.6394557823129251,0.576,0.5760000000000001,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [4, 64, 128, 1]",518.5596249103546
0.6578947368421053,0.3,0.41208791208791207,0.572,0.572,"MLP with solver sgd,                     activation identity in hidden layers and                     architecture [4, 4, 8, 1]",518.5596249103546
0.5551948051948052,0.684,0.6129032258064515,0.568,0.5680000000000001,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [8, 32, 32, 1]",518.5596249103546
0.5833333333333334,0.448,0.5067873303167421,0.564,0.5640000000000001,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [32, 64, 128, 1]",518.5596249103546
0.539440203562341,0.848,0.6594090202177294,0.562,0.562,"MLP with solver sgd,                     activation relu in hidden layers and                     architecture [16, 32, 1]",518.5596249103546
0.5457317073170732,0.716,0.6193771626297578,0.56,0.56,"MLP with solver adam,                     activation tanh in hidden layers and                     architecture [8, 64, 1]",518.5596249103546
0.5909090909090909,0.364,0.45049504950495045,0.556,0.556,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [4, 64, 64, 1]",518.5596249103546
0.5583333333333333,0.536,0.5469387755102041,0.556,0.556,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [32, 32, 128, 1]",518.5596249103546
0.5528455284552846,0.544,0.5483870967741936,0.552,0.552,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [4, 32, 1]",518.5596249103546
0.5335276967930029,0.732,0.6172006745362564,0.546,0.546,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [128, 1]",518.5596249103546
0.5461847389558233,0.544,0.5450901803607214,0.546,0.546,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [64, 128, 128, 1]",518.5596249103546
0.5260770975056689,0.928,0.6714905933429812,0.546,0.546,"MLP with solver sgd,                     activation tanh in hidden layers and                     architecture [8, 128, 1]",518.5596249103546
