encoding,test accuracy,training accuracy,combined accuracy,test precision,test recall,test fscore,test auc,training time
"0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1",0.7,0.85,0.7374999999999999,0.6886792452830188,0.73,0.7087378640776699,0.7,0.6745936870574951
"1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1",0.71,0.78,0.7275,0.6693548387096774,0.83,0.7410714285714286,0.71,0.6867234706878662
"1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1",0.705,0.78,0.7237500000000001,0.6496350364963503,0.89,0.7510548523206751,0.7050000000000001,0.6092061996459961
"1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1",0.695,0.81,0.72375,0.6344827586206897,0.92,0.7510204081632653,0.6950000000000001,0.6904397010803223
"1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0",0.69,0.8,0.7175,0.6301369863013698,0.92,0.7479674796747967,0.6900000000000001,0.6588490009307861
"1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0",0.69,0.8,0.7175,0.6301369863013698,0.92,0.7479674796747967,0.6900000000000001,0.6613428592681885
"1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1",0.695,0.78,0.71625,0.6291390728476821,0.95,0.7569721115537849,0.695,0.6468851566314697
"1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1",0.67,0.84,0.7125,0.6328125,0.81,0.7105263157894737,0.67,0.6861166954040527
"1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1",0.675,0.81,0.7087500000000001,0.624113475177305,0.88,0.7302904564315352,0.675,0.6171212196350098
"0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1",0.675,0.8,0.70625,0.6296296296296297,0.85,0.723404255319149,0.675,0.6786487102508545
"1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0",0.675,0.79,0.7037500000000001,0.6223776223776224,0.89,0.7325102880658436,0.675,0.6252803802490234
"1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0",0.675,0.79,0.7037500000000001,0.6223776223776224,0.89,0.7325102880658436,0.675,0.6168396472930908
