,encoding,test accuracy,training accuracy,combined accuracy,test precision,test recall,test fscore,test auc,training time
0,"15,14,0,4,4,12,19,3,16,19,15,14,16,10,13",0.5,0.5,0.5,0.0,0.0,0.0,0.5,5.633874177932739
0,"19,14,13,12,4,12,16,12,13,6,18,19,15,10,5",0.495,0.5,0.49624999999999997,0.0,0.0,0.0,0.495,8.103847026824951
0,"19,16,0,4,4,12,19,3,16,19,15,14,16,23,0",0.495,0.49,0.49374999999999997,0.0,0.0,0.0,0.495,7.666546583175659
0,"19,14,13,12,4,12,16,12,16,6,18,19,15,10,5",0.495,0.48,0.49124999999999996,0.4827586206896552,0.14,0.21705426356589147,0.495,8.37789797782898
0,"19,18,17,13,13,18,16,11,13,21,12,9,6,8,5",0.475,0.52,0.48624999999999996,0.4074074074074074,0.11,0.1732283464566929,0.475,8.966671228408813
0,"14,21,14,11,19,8,9,12,19,3,19,6,13,8,16",0.47,0.52,0.4825,0.45454545454545453,0.3,0.3614457831325301,0.47,9.159276962280273
0,"13,14,13,12,12,12,16,4,16,6,18,19,15,4,5",0.475,0.45,0.46874999999999994,0.4666666666666667,0.35,0.4,0.475,6.63603663444519
0,"18,6,13,10,15,7,16,18,17,21,12,8,11,20,7",0.41,0.16,0.3475,0.3548387096774194,0.22,0.2716049382716049,0.41,6.729506254196167
0,"18,6,13,10,15,7,16,18,17,21,12,8,3,9,7",0.405,0.1,0.32875000000000004,0.36619718309859156,0.26,0.30409356725146197,0.405,7.759696006774902
0,"18,6,14,11,15,7,16,18,17,21,12,8,11,9,7",0.35,0.22,0.31749999999999995,0.3557692307692308,0.37,0.3627450980392157,0.35,6.4749085903167725
