fitness,encoding
0.5883928571428572,"1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1"
0.6017857142857144,"0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1"
0.6136160714285714,"1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1"
0.66875,"0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0"
0.66875,"0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0"
0.6872767857142856,"0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1"
0.6872767857142856,"0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1"
0.6872767857142856,"0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1"
0.6872767857142856,"0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1"
0.6872767857142856,"0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1"
0.69375,"1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0"
0.69375,"1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0"
0.69375,"1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0"
0.69375,"1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0"
0.69375,"1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0"
0.69375,"1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0"
0.69375,"1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0"
0.69375,"1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0"
0.69375,"1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0"
0.69375,"1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0"
0.69375,"1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0"
0.69375,"1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
0.7339285714285714,"1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1"
