precision,recall,f1-score,accuracy,auc,features,training time (s)
0.6024096385542169,1.0,0.7518796992481204,0.67,0.67,"MLP with solver adam,                     activation tanh in hidden layers and                     architecture [16, 128, 128, 1]",571.0552232265472
0.6111111111111112,0.88,0.7213114754098361,0.66,0.66,"MLP with solver sgd,                     activation tanh in hidden layers and                     architecture [16, 32, 32, 1]",571.0552232265472
0.6,0.96,0.7384615384615384,0.66,0.6599999999999999,"MLP with solver sgd,                     activation identity in hidden layers and                     architecture [16, 64, 128, 1]",571.0552232265472
0.6212121212121212,0.82,0.706896551724138,0.66,0.6599999999999999,"MLP with solver lbfgs,                     activation logistic in hidden layers and                     architecture [4, 1]",571.0552232265472
0.5974025974025974,0.92,0.7244094488188978,0.65,0.65,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [4, 64, 64, 1]",571.0552232265472
0.5949367088607594,0.94,0.7286821705426355,0.65,0.6499999999999999,"MLP with solver adam,                     activation logistic in hidden layers and                     architecture [64, 1]",571.0552232265472
0.5875,0.94,0.7230769230769232,0.64,0.64,"MLP with solver adam,                     activation identity in hidden layers and                     architecture [4, 8, 32, 1]",571.0552232265472
0.5875,0.94,0.7230769230769232,0.64,0.64,"MLP with solver adam,                     activation tanh in hidden layers and                     architecture [4, 32, 64, 1]",571.0552232265472
0.6,0.84,0.7000000000000001,0.64,0.64,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [8, 32, 1]",571.0552232265472
0.5897435897435898,0.92,0.71875,0.64,0.64,"MLP with solver sgd,                     activation identity in hidden layers and                     architecture [128, 128, 128, 1]",571.0552232265472
0.609375,0.78,0.6842105263157895,0.64,0.64,"MLP with solver sgd,                     activation relu in hidden layers and                     architecture [4, 16, 1]",571.0552232265472
0.5875,0.94,0.7230769230769232,0.64,0.64,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [8, 1]",571.0552232265472
0.6458333333333334,0.62,0.6326530612244898,0.64,0.64,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [4, 4, 32, 1]",571.0552232265472
0.5853658536585366,0.96,0.7272727272727272,0.64,0.64,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [32, 32, 32, 1]",571.0552232265472
0.5897435897435898,0.92,0.71875,0.64,0.64,"MLP with solver adam,                     activation logistic in hidden layers and                     architecture [32, 64, 64, 1]",571.0552232265472
0.5802469135802469,0.94,0.717557251908397,0.63,0.63,"MLP with solver adam,                     activation logistic in hidden layers and                     architecture [16, 128, 1]",571.0552232265472
0.696969696969697,0.46,0.5542168674698795,0.63,0.63,"MLP with solver sgd,                     activation relu in hidden layers and                     architecture [8, 16, 16, 1]",571.0552232265472
0.5802469135802469,0.94,0.717557251908397,0.63,0.63,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [4, 128, 1]",571.0552232265472
0.589041095890411,0.86,0.6991869918699187,0.63,0.63,"MLP with solver sgd,                     activation identity in hidden layers and                     architecture [4, 4, 1]",571.0552232265472
0.5802469135802469,0.94,0.717557251908397,0.63,0.63,"MLP with solver adam,                     activation identity in hidden layers and                     architecture [4, 4, 4, 1]",571.0552232265472
