precision,recall,f1-score,accuracy,auc,features,training time (s)
0.7666666666666667,0.46,0.575,0.66,0.66,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [64, 64, 128, 1]",564.1288602352142
0.6481481481481481,0.7,0.673076923076923,0.66,0.6599999999999999,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [4, 64, 128, 1]",564.1288602352142
0.6818181818181818,0.6,0.6382978723404256,0.66,0.6599999999999999,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [4, 8, 64, 1]",564.1288602352142
0.6470588235294118,0.66,0.6534653465346535,0.65,0.65,"MLP with solver sgd,                     activation relu in hidden layers and                     architecture [16, 32, 1]",564.1288602352142
0.7272727272727273,0.48,0.5783132530120482,0.65,0.6499999999999999,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [8, 32, 1]",564.1288602352142
0.7692307692307693,0.4,0.5263157894736842,0.64,0.64,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [128, 1]",564.1288602352142
0.675,0.54,0.6000000000000001,0.64,0.64,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [8, 16, 32, 1]",564.1288602352142
0.6666666666666666,0.56,0.6086956521739131,0.64,0.64,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [32, 128, 128, 1]",564.1288602352142
0.64,0.64,0.64,0.64,0.64,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [4, 16, 128, 1]",564.1288602352142
0.71875,0.46,0.5609756097560976,0.64,0.64,"MLP with solver lbfgs,                     activation tanh in hidden layers and                     architecture [128, 128, 1]",564.1288602352142
0.6842105263157895,0.52,0.5909090909090909,0.64,0.64,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [32, 32, 128, 1]",564.1288602352142
0.7096774193548387,0.44,0.5432098765432098,0.63,0.63,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [8, 64, 64, 1]",564.1288602352142
0.6181818181818182,0.68,0.6476190476190475,0.63,0.63,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [8, 1]",564.1288602352142
0.6444444444444445,0.58,0.6105263157894737,0.63,0.63,"MLP with solver sgd,                     activation identity in hidden layers and                     architecture [4, 64, 64, 1]",564.1288602352142
0.7241379310344828,0.42,0.5316455696202531,0.63,0.63,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [4, 4, 4, 1]",564.1288602352142
0.6181818181818182,0.68,0.6476190476190475,0.63,0.63,"MLP with solver adam,                     activation relu in hidden layers and                     architecture [4, 16, 1]",564.1288602352142
0.696969696969697,0.46,0.5542168674698795,0.63,0.63,"MLP with solver sgd,                     activation relu in hidden layers and                     architecture [32, 32, 1]",564.1288602352142
0.696969696969697,0.46,0.5542168674698795,0.63,0.63,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [4, 32, 64, 1]",564.1288602352142
0.6585365853658537,0.54,0.5934065934065934,0.63,0.63,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [32, 1]",564.1288602352142
0.6511627906976745,0.56,0.6021505376344087,0.63,0.63,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [8, 128, 128, 1]",564.1288602352142
0.6666666666666666,0.52,0.5842696629213484,0.63,0.63,"MLP with solver lbfgs,                     activation relu in hidden layers and                     architecture [4, 8, 1]",564.1288602352142
