encoding,test accuracy,training accuracy,combined accuracy,test precision,test recall,test fscore,test auc,training time
"0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1",0.7,0.775,0.7187499999999999,0.6785714285714286,0.76,0.7169811320754716,0.7,0.9773037433624268
"1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0",0.7,0.755,0.7137499999999999,0.7325581395348837,0.63,0.6774193548387096,0.7,0.9762904644012451
"0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1",0.705,0.735,0.7124999999999999,0.6990291262135923,0.72,0.7093596059113301,0.705,1.062166690826416
"0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1",0.7,0.735,0.7087499999999999,0.7040816326530612,0.69,0.696969696969697,0.7,1.033858060836792
"0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1",0.685,0.775,0.7075,0.6728971962616822,0.72,0.6956521739130435,0.685,1.0190446376800537
"0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0",0.705,0.71,0.70625,0.6722689075630253,0.8,0.730593607305936,0.7050000000000001,0.9837093353271484
"1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1",0.7,0.715,0.7037499999999999,0.7325581395348837,0.63,0.6774193548387096,0.7,1.0338547229766846
"0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0",0.685,0.755,0.7025,0.7126436781609196,0.62,0.6631016042780749,0.685,0.91693115234375
"1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1",0.685,0.75,0.70125,0.6831683168316832,0.69,0.6865671641791045,0.685,0.9880883693695068
"0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1",0.69,0.735,0.7012499999999999,0.6666666666666666,0.76,0.7102803738317757,0.69,1.0404398441314697
"0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0",0.695,0.72,0.7012499999999999,0.6756756756756757,0.75,0.7109004739336493,0.6950000000000001,1.0004358291625977
"0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0",0.695,0.72,0.7012499999999999,0.6756756756756757,0.75,0.7109004739336493,0.6950000000000001,1.0401427745819092
"0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0",0.695,0.72,0.7012499999999999,0.6756756756756757,0.75,0.7109004739336493,0.6950000000000001,0.9735145568847656
"0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0",0.695,0.72,0.7012499999999999,0.6756756756756757,0.75,0.7109004739336493,0.6950000000000001,0.9820842742919922
"1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1",0.685,0.745,0.7000000000000001,0.6796116504854369,0.7,0.6896551724137931,0.685,1.064957857131958
"0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1",0.695,0.715,0.7,0.6666666666666666,0.78,0.7188940092165899,0.6950000000000001,0.995250940322876
"0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1",0.685,0.74,0.69875,0.7126436781609196,0.62,0.6631016042780749,0.685,1.0115268230438232
"0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0",0.68,0.755,0.69875,0.6956521739130435,0.64,0.6666666666666666,0.6799999999999999,0.9818811416625977
"1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0",0.68,0.755,0.69875,0.6875,0.66,0.673469387755102,0.6799999999999999,0.9749965667724609
"0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1",0.69,0.72,0.6975,0.6696428571428571,0.75,0.7075471698113207,0.69,1.0089406967163086
"1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0",0.7,0.69,0.6974999999999999,0.6639344262295082,0.81,0.7297297297297297,0.7,1.0058164596557617
"0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1",0.67,0.775,0.69625,0.6666666666666666,0.68,0.6732673267326733,0.67,1.0333802700042725
