fitness,encoding
0.7024999999999999,"0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1"
0.7024999999999999,"0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1"
0.7024999999999999,"0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1"
0.7024999999999999,"0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1"
0.7024999999999999,"0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1"
0.7024999999999999,"0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1"
0.7024999999999999,"0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1"
0.7024999999999999,"0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
0.73375,"1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1"
